다발지식별자,다발지그룹식별자,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6430708,2018045,1171010700,112511003,서울 서울송파3,서울특별시 송파구 가락동(개롱역 부근),4,4,1,2,1,0,127.1348916,37.4977203,"{""type"":""Polygon"",""coordinates"":[[[127.13828544,37.49773074],[127.13827139,37.49796637],[127.13823161,37.49820013],[127.13816642,37.49843024],[127.13807630,37.49865495],[127.13796194,37.49887254],[127.13782421,37.49908137],[127.13766417,37.49927983],[127.13748302,37.49946643],[127.13728215,37.49963974],[127.13706308,37.49979844],[127.13682748,37.49994132],[127.13657715,37.50006730],[127.13631399,37.50017542],[127.13604000,37.50026485],[127.13575728,37.50033491],[127.13546796,37.50038508],[127.13517425,37.50041496],[127.13487840,37.50042434],[127.13458264,37.50041314],[127.13428924,37.50038144],[127.13400042,37.50032948],[127.13371838,37.50025767],[127.13344527,37.50016655],[127.13318317,37.50005681],[127.13293408,37.49992929],[127.13269988,37.49978495],[127.13248236,37.49962490],[127.13228318,37.49945036],[127.13210386,37.49926265],[127.13194575,37.49906320],[127.13181006,37.49885353],[127.13169782,37.49863523],[127.13160990,37.49840998],[127.13154694,37.49817947],[127.13150945,37.49794547],[127.13149769,37.49770976],[127.13151176,37.49747413],[127.13155156,37.49724037],[127.13161677,37.49701026],[127.13170691,37.49678556],[127.13182128,37.49656797],[127.13195902,37.49635915],[127.13211907,37.49616069],[127.13230023,37.49597410],[127.13250110,37.49580081],[127.13272017,37.49564211],[127.13295576,37.49549924],[127.13320608,37.49537327],[127.13346923,37.49526516],[127.13374320,37.49517573],[127.13402591,37.49510567],[127.13431521,37.49505551],[127.13460889,37.49502562],[127.13490473,37.49501625],[127.13520046,37.49502745],[127.13549385,37.49505915],[127.13578265,37.49511110],[127.13606467,37.49518290],[127.13633776,37.49527402],[127.13659985,37.49538375],[127.13684894,37.49551127],[127.13708313,37.49565560],[127.13730064,37.49581564],[127.13749982,37.49599017],[127.13767916,37.49617788],[127.13783727,37.49637732],[127.13797297,37.49658698],[127.13808523,37.49680527],[127.13817317,37.49703052],[127.13823614,37.49726102],[127.13827366,37.49749502],[127.13828544,37.49773074]]]}"
6430442,2018045,1171011300,112511004,서울 서울송파4,서울특별시 송파구 거여동(거여역종점 정류장 부근),4,4,1,1,2,0,127.1453083,37.4934976,"{""type"":""Polygon"",""coordinates"":[[[127.14870195,37.49350774],[127.14868793,37.49374337],[127.14864819,37.49397714],[127.14858303,37.49420725],[127.14849295,37.49443197],[127.14837863,37.49464957],[127.14824094,37.49485841],[127.14808093,37.49505689],[127.14789981,37.49524351],[127.14769898,37.49541683],[127.14747994,37.49557555],[127.14724438,37.49571846],[127.14699408,37.49584446],[127.14673095,37.49595260],[127.14645699,37.49604205],[127.14617429,37.49611214],[127.14588499,37.49616234],[127.14559131,37.49619225],[127.14529547,37.49620165],[127.14499973,37.49619047],[127.14470634,37.49615880],[127.14441753,37.49610687],[127.14413549,37.49603508],[127.14386239,37.49594398],[127.14360029,37.49583427],[127.14335119,37.49570677],[127.14311698,37.49556245],[127.14289946,37.49540242],[127.14270027,37.49522789],[127.14252092,37.49504020],[127.14236279,37.49484076],[127.14222708,37.49463110],[127.14211482,37.49441282],[127.14202687,37.49418757],[127.14196389,37.49395707],[127.14192636,37.49372307],[127.14191457,37.49348736],[127.14192861,37.49325173],[127.14196837,37.49301796],[127.14203355,37.49278785],[127.14212365,37.49256314],[127.14223799,37.49234554],[127.14237569,37.49213671],[127.14253571,37.49193824],[127.14271682,37.49175163],[127.14291766,37.49157832],[127.14313670,37.49141961],[127.14337225,37.49127671],[127.14362254,37.49115071],[127.14388566,37.49104258],[127.14415961,37.49095313],[127.14444229,37.49088305],[127.14473157,37.49083286],[127.14502523,37.49080295],[127.14532105,37.49079355],[127.14561677,37.49080472],[127.14591014,37.49083639],[127.14619893,37.49088832],[127.14648094,37.49096010],[127.14675404,37.49105119],[127.14701612,37.49116090],[127.14726522,37.49128840],[127.14749941,37.49143270],[127.14771694,37.49159273],[127.14791613,37.49176724],[127.14809548,37.49195493],[127.14825362,37.49215436],[127.14838934,37.49236401],[127.14850162,37.49258229],[127.14858959,37.49280753],[127.14865259,37.49303803],[127.14869014,37.49327203],[127.14870195,37.49350774]]]}"
6430724,2018045,1171010200,112511005,서울 서울송파5,서울특별시 송파구 신천동(몽촌토성역 부근),4,4,0,3,1,0,127.1124669,37.51783933,"{""type"":""Polygon"",""coordinates"":[[[127.11586164,37.51785042],[127.11584751,37.51808605],[127.11580766,37.51831980],[127.11574238,37.51854989],[127.11565217,37.51877458],[127.11553771,37.51899215],[127.11539989,37.51920095],[127.11523974,37.51939939],[127.11505848,37.51958595],[127.11485750,37.51975922],[127.11463833,37.51991787],[127.11440263,37.52006071],[127.11415219,37.52018664],[127.11388893,37.52029471],[127.11361484,37.52038409],[127.11333202,37.52045410],[127.11304261,37.52050421],[127.11274882,37.52053404],[127.11245288,37.52054336],[127.11215705,37.52053209],[127.11186357,37.52050034],[127.11157469,37.52044833],[127.11129260,37.52037647],[127.11101945,37.52028529],[127.11075731,37.52017550],[127.11050819,37.52004793],[127.11027397,37.51990355],[127.11005644,37.51974346],[127.10985726,37.51956888],[127.10967795,37.51938114],[127.10951986,37.51918166],[127.10938420,37.51897196],[127.10927199,37.51875365],[127.10918411,37.51852838],[127.10912121,37.51829786],[127.10908378,37.51806385],[127.10907209,37.51782814],[127.10908624,37.51759251],[127.10912611,37.51735876],[127.10919141,37.51712867],[127.10928164,37.51690399],[127.10939611,37.51668642],[127.10953395,37.51647763],[127.10969410,37.51627920],[127.10987536,37.51609265],[127.11007634,37.51591939],[127.11029551,37.51576074],[127.11053121,37.51561791],[127.11078164,37.51549199],[127.11104489,37.51538393],[127.11131896,37.51529455],[127.11160177,37.51522455],[127.11189116,37.51517444],[127.11218493,37.51514462],[127.11248085,37.51513530],[127.11277666,37.51514656],[127.11307011,37.51517831],[127.11335897,37.51523031],[127.11364105,37.51530217],[127.11391418,37.51539334],[127.11417631,37.51550312],[127.11442542,37.51563069],[127.11465964,37.51577506],[127.11487716,37.51593514],[127.11507634,37.51610971],[127.11525566,37.51629745],[127.11541376,37.51649692],[127.11554944,37.51670661],[127.11566165,37.51692492],[127.11574955,37.51715019],[127.11581247,37.51738070],[127.11584993,37.51761470],[127.11586164,37.51785042]]]}"
6430714,2018045,1129013800,112611001,서울 서울종암1,서울특별시 성북구 장위동(우리은행 장위동지점 부근),7,7,0,3,4,0,127.0432263,37.61383791,"{""type"":""Polygon"",""coordinates"":[[[127.04662539,37.61385102],[127.04661102,37.61408664],[127.04657089,37.61432036],[127.04650531,37.61455041],[127.04641478,37.61477504],[127.04629997,37.61499254],[127.04616178,37.61520125],[127.04600124,37.61539959],[127.04581957,37.61558604],[127.04561818,37.61575918],[127.04539857,37.61591771],[127.04516243,37.61606040],[127.04491156,37.61618618],[127.04464786,37.61629409],[127.04437334,37.61638330],[127.04409009,37.61645314],[127.04380026,37.61650308],[127.04350606,37.61653273],[127.04320974,37.61654187],[127.04291354,37.61653044],[127.04261972,37.61649851],[127.04233052,37.61644633],[127.04204814,37.61637430],[127.04177472,37.61628296],[127.04151235,37.61617302],[127.04126303,37.61604531],[127.04102865,37.61590079],[127.04081099,37.61574057],[127.04061172,37.61556588],[127.04043235,37.61537803],[127.04027425,37.61517846],[127.04013861,37.61496869],[127.04002647,37.61475032],[127.03993869,37.61452500],[127.03987592,37.61429445],[127.03983866,37.61406042],[127.03982718,37.61382471],[127.03984156,37.61358909],[127.03988171,37.61335537],[127.03994731,37.61312532],[127.04003786,37.61290070],[127.04015268,37.61268321],[127.04029089,37.61247450],[127.04045144,37.61227618],[127.04063311,37.61208973],[127.04083451,37.61191660],[127.04105411,37.61175808],[127.04129024,37.61161540],[127.04154110,37.61148962],[127.04180479,37.61138172],[127.04207930,37.61129251],[127.04236253,37.61122268],[127.04265234,37.61117275],[127.04294651,37.61114309],[127.04324282,37.61113395],[127.04353900,37.61114539],[127.04383279,37.61117731],[127.04412198,37.61122949],[127.04440434,37.61130151],[127.04467775,37.61139284],[127.04494010,37.61150278],[127.04518942,37.61163049],[127.04542379,37.61177499],[127.04564144,37.61193520],[127.04584072,37.61210989],[127.04602009,37.61229773],[127.04617821,37.61249729],[127.04631386,37.61270705],[127.04642601,37.61292542],[127.04651381,37.61315074],[127.04657660,37.61338128],[127.04661388,37.61361531],[127.04662539,37.61385102]]]}"
6430770,2018045,1129013900,112611002,서울 서울종암2,서울특별시 성북구 석관동(석현교회 부근),4,4,0,3,1,0,127.0643735,37.60921286,"{""type"":""Polygon"",""coordinates"":[[[127.06777245,37.60922536],[127.06775815,37.60946098],[127.06771809,37.60969471],[127.06765258,37.60992478],[127.06756211,37.61014942],[127.06744738,37.61036694],[127.06730924,37.61057568],[127.06714877,37.61077404],[127.06696717,37.61096053],[127.06676584,37.61113371],[127.06654629,37.61129227],[127.06631021,37.61143501],[127.06605939,37.61156083],[127.06579573,37.61166879],[127.06552125,37.61175805],[127.06523804,37.61182794],[127.06494824,37.61187793],[127.06465407,37.61190764],[127.06435777,37.61191684],[127.06406158,37.61190545],[127.06376777,37.61187358],[127.06347857,37.61182145],[127.06319619,37.61174947],[127.06292276,37.61165818],[127.06266038,37.61154829],[127.06241103,37.61142061],[127.06217662,37.61127614],[127.06195894,37.61111596],[127.06175963,37.61094130],[127.06158022,37.61075349],[127.06142206,37.61055395],[127.06128638,37.61034420],[127.06117418,37.61012584],[127.06108634,37.60990054],[127.06102351,37.60967000],[127.06098619,37.60943598],[127.06097464,37.60920027],[127.06098896,37.60896465],[127.06102903,37.60873092],[127.06109456,37.60850086],[127.06118505,37.60827622],[127.06129980,37.60805871],[127.06143794,37.60784998],[127.06159842,37.60765162],[127.06178003,37.60746515],[127.06198137,37.60729197],[127.06220091,37.60713342],[127.06243699,37.60699069],[127.06268780,37.60686487],[127.06295144,37.60675692],[127.06322591,37.60666766],[127.06350910,37.60659778],[127.06379888,37.60654779],[127.06409303,37.60651809],[127.06438931,37.60650889],[127.06468547,37.60652028],[127.06497926,37.60655215],[127.06526844,37.60660427],[127.06555081,37.60667625],[127.06582423,37.60676753],[127.06608660,37.60687742],[127.06633593,37.60700508],[127.06657033,37.60714955],[127.06678802,37.60730971],[127.06698733,37.60748437],[127.06716675,37.60767217],[127.06732491,37.60787171],[127.06746061,37.60808145],[127.06757282,37.60829980],[127.06766068,37.60852510],[127.06772353,37.60875563],[127.06776088,37.60898965],[127.06777245,37.60922536]]]}"
6430731,2018045,1129013500,112611003,서울 서울종암3,서울특별시 성북구 종암동(종암사거리 부근),4,4,0,0,4,0,127.0318035,37.60323843,"{""type"":""Polygon"",""coordinates"":[[[127.03520210,37.60325186],[127.03518770,37.60348748],[127.03514755,37.60372120],[127.03508194,37.60395124],[127.03499138,37.60417586],[127.03487656,37.60439335],[127.03473835,37.60460205],[127.03457780,37.60480037],[127.03439614,37.60498680],[127.03419475,37.60515993],[127.03397515,37.60531843],[127.03373903,37.60546110],[127.03348817,37.60558686],[127.03322449,37.60569474],[127.03294999,37.60578393],[127.03266677,37.60585374],[127.03237698,37.60590365],[127.03208282,37.60593328],[127.03178653,37.60594239],[127.03149038,37.60593092],[127.03119661,37.60589897],[127.03090745,37.60584676],[127.03062512,37.60577470],[127.03035176,37.60568334],[127.03008944,37.60557337],[127.02984018,37.60544563],[127.02960585,37.60530109],[127.02938825,37.60514086],[127.02918904,37.60496614],[127.02900972,37.60477828],[127.02885167,37.60457870],[127.02871608,37.60436891],[127.02860399,37.60415052],[127.02851626,37.60392519],[127.02845354,37.60369464],[127.02841631,37.60346061],[127.02840487,37.60322490],[127.02841929,37.60298928],[127.02845946,37.60275556],[127.02852509,37.60252552],[127.02861566,37.60230091],[127.02873050,37.60208342],[127.02886872,37.60187473],[127.02902928,37.60167642],[127.02921094,37.60149000],[127.02941234,37.60131688],[127.02963194,37.60115839],[127.02986806,37.60101572],[127.03011890,37.60088997],[127.03038257,37.60078210],[127.03065705,37.60069292],[127.03094025,37.60062311],[127.03123003,37.60057320],[127.03152417,37.60054358],[127.03182043,37.60053446],[127.03211656,37.60054593],[127.03241031,37.60057788],[127.03269945,37.60063009],[127.03298176,37.60070214],[127.03325511,37.60079349],[127.03351741,37.60090346],[127.03376667,37.60103119],[127.03400099,37.60117572],[127.03421859,37.60133595],[127.03441781,37.60151065],[127.03459713,37.60169851],[127.03475519,37.60189809],[127.03489079,37.60210786],[127.03500290,37.60232624],[127.03509065,37.60255157],[127.03515339,37.60278212],[127.03519063,37.60301614],[127.03520210,37.60325186]]]}"
6429485,2018045,1153010200,112711001,서울 서울구로1,서울특별시 구로구 구로동(남구로역교차로 부근),7,7,1,4,2,0,126.8858056,37.48610745,"{""type"":""Polygon"",""coordinates"":[[[126.88919878,37.48612504],[126.88918395,37.48636064],[126.88914341,37.48659431],[126.88907746,37.48682428],[126.88898661,37.48704879],[126.88887156,37.48726614],[126.88873316,37.48747467],[126.88857249,37.48767279],[126.88839075,37.48785900],[126.88818934,37.48803188],[126.88796978,37.48819012],[126.88773376,37.48833250],[126.88748305,37.48845795],[126.88721958,37.48856551],[126.88694535,37.48865436],[126.88666244,37.48872383],[126.88637301,37.48877338],[126.88607926,37.48880265],[126.88578342,37.48881140],[126.88548776,37.48879957],[126.88519451,37.48876726],[126.88490591,37.48871470],[126.88462417,37.48864229],[126.88435141,37.48855060],[126.88408973,37.48844031],[126.88384110,37.48831226],[126.88360742,37.48816744],[126.88339048,37.48800693],[126.88319191,37.48783197],[126.88301324,37.48764389],[126.88285582,37.48744411],[126.88272086,37.48723416],[126.88260937,37.48701563],[126.88252220,37.48679020],[126.88246002,37.48655957],[126.88242331,37.48632549],[126.88241234,37.48608976],[126.88242719,37.48585416],[126.88246775,37.48562049],[126.88253372,37.48539053],[126.88262459,37.48516603],[126.88273966,37.48494868],[126.88287807,37.48474016],[126.88303875,37.48454205],[126.88322049,37.48435584],[126.88342190,37.48418297],[126.88364146,37.48402475],[126.88387748,37.48388237],[126.88412817,37.48375693],[126.88439163,37.48364938],[126.88466585,37.48356053],[126.88494874,37.48349107],[126.88523815,37.48344151],[126.88553188,37.48341225],[126.88582770,37.48340350],[126.88612334,37.48341532],[126.88641657,37.48344764],[126.88670514,37.48350020],[126.88698687,37.48357259],[126.88725961,37.48366428],[126.88752129,37.48377457],[126.88776991,37.48390260],[126.88800358,37.48404742],[126.88822052,37.48420792],[126.88841909,37.48438287],[126.88859777,37.48457094],[126.88875519,37.48477071],[126.88889017,37.48498066],[126.88900168,37.48519918],[126.88908886,37.48542461],[126.88915106,37.48565524],[126.88918779,37.48588931],[126.88919878,37.48612504]]]}"
6429486,2018045,1153010200,112711002,서울 서울구로2,서울특별시 구로구 구로동(24시 지구촌동물메디컬센터 부근),6,7,1,3,2,1,126.88362,37.49985524,"{""type"":""Polygon"",""coordinates"":[[[126.88701388,37.49987290],[126.88699904,37.50010850],[126.88695849,37.50034217],[126.88689252,37.50057213],[126.88680165,37.50079665],[126.88668656,37.50101399],[126.88654813,37.50122251],[126.88638742,37.50142064],[126.88620565,37.50160684],[126.88600419,37.50177972],[126.88578459,37.50193795],[126.88554852,37.50208033],[126.88529776,37.50220577],[126.88503424,37.50231332],[126.88475995,37.50240217],[126.88447699,37.50247163],[126.88418751,37.50252118],[126.88389370,37.50255044],[126.88359781,37.50255919],[126.88330209,37.50254735],[126.88300879,37.50251503],[126.88272015,37.50246246],[126.88243835,37.50239006],[126.88216555,37.50229835],[126.88190382,37.50218806],[126.88165515,37.50206001],[126.88142143,37.50191518],[126.88120445,37.50175467],[126.88100586,37.50157971],[126.88082716,37.50139162],[126.88066972,37.50119184],[126.88053473,37.50098189],[126.88042323,37.50076336],[126.88033606,37.50053792],[126.88027388,37.50030729],[126.88023717,37.50007322],[126.88022620,37.49983749],[126.88024106,37.49960189],[126.88028164,37.49936822],[126.88034763,37.49913826],[126.88043851,37.49891376],[126.88055362,37.49869642],[126.88069205,37.49848790],[126.88085277,37.49828979],[126.88103455,37.49810359],[126.88123601,37.49793072],[126.88145561,37.49777250],[126.88169168,37.49763013],[126.88194242,37.49750469],[126.88220593,37.49739715],[126.88248020,37.49730831],[126.88276315,37.49723885],[126.88305262,37.49718930],[126.88334640,37.49716005],[126.88364227,37.49715130],[126.88393796,37.49716313],[126.88423124,37.49719545],[126.88451987,37.49724801],[126.88480165,37.49732042],[126.88507444,37.49741211],[126.88533616,37.49752240],[126.88558482,37.49765044],[126.88581853,37.49779527],[126.88603550,37.49795576],[126.88623410,37.49813072],[126.88641281,37.49831880],[126.88657025,37.49851857],[126.88670525,37.49872852],[126.88681677,37.49894704],[126.88690396,37.49917247],[126.88696616,37.49940310],[126.88700290,37.49963717],[126.88701388,37.49987290]]]}"
6429488,2018045,1153010200,112711003,서울 서울구로3,서울특별시 구로구 구로동(로제리움2차주상복합 부근),6,7,0,3,3,1,126.891167,37.49679691,"{""type"":""Polygon"",""coordinates"":[[[126.89456075,37.49681436],[126.89454593,37.49704996],[126.89450540,37.49728363],[126.89443946,37.49751360],[126.89434861,37.49773811],[126.89423355,37.49795547],[126.89409515,37.49816400],[126.89393447,37.49836213],[126.89375272,37.49854835],[126.89355129,37.49872124],[126.89333171,37.49887948],[126.89309566,37.49902188],[126.89284493,37.49914734],[126.89258143,37.49925491],[126.89230716,37.49934377],[126.89202422,37.49941325],[126.89173475,37.49946282],[126.89144096,37.49949210],[126.89114508,37.49950086],[126.89084937,37.49948905],[126.89055608,37.49945675],[126.89026744,37.49940420],[126.88998565,37.49933181],[126.88971285,37.49924012],[126.88945112,37.49912985],[126.88920244,37.49900181],[126.88896872,37.49885700],[126.88875174,37.49869650],[126.88855313,37.49852155],[126.88837442,37.49833348],[126.88821697,37.49813370],[126.88808197,37.49792376],[126.88797045,37.49770524],[126.88788325,37.49747981],[126.88782105,37.49724918],[126.88778432,37.49701511],[126.88777333,37.49677938],[126.88778817,37.49654378],[126.88782872,37.49631011],[126.88789468,37.49608014],[126.88798554,37.49585563],[126.88810061,37.49563829],[126.88823903,37.49542976],[126.88839972,37.49523163],[126.88858147,37.49504542],[126.88878290,37.49487254],[126.88900248,37.49471431],[126.88923852,37.49457192],[126.88948924,37.49444647],[126.88975273,37.49433891],[126.89002698,37.49425005],[126.89030991,37.49418057],[126.89059936,37.49413101],[126.89089313,37.49410173],[126.89118899,37.49409297],[126.89148467,37.49410478],[126.89177794,37.49413708],[126.89206656,37.49418962],[126.89234834,37.49426201],[126.89262113,37.49435369],[126.89288285,37.49446396],[126.89313151,37.49459199],[126.89336523,37.49473679],[126.89358221,37.49489728],[126.89378082,37.49507222],[126.89395953,37.49526029],[126.89411700,37.49546005],[126.89425201,37.49566999],[126.89436355,37.49588850],[126.89445076,37.49611393],[126.89451298,37.49634456],[126.89454973,37.49657863],[126.89456075,37.49681436]]]}"
6429500,2018045,1153010700,112711004,서울 서울구로4,서울특별시 구로구 개봉동(개봉1동사거리 부근),5,5,1,2,2,0,126.846861,37.50180256,"{""type"":""Polygon"",""coordinates"":[[[126.85025486,37.50182128],[126.85023990,37.50205687],[126.85019923,37.50229052],[126.85013315,37.50252047],[126.85004217,37.50274495],[126.84992697,37.50296225],[126.84978844,37.50317074],[126.84962763,37.50336881],[126.84944576,37.50355496],[126.84924421,37.50372777],[126.84902453,37.50388593],[126.84878838,37.50402823],[126.84853756,37.50415360],[126.84827398,37.50426107],[126.84799964,37.50434983],[126.84771664,37.50441920],[126.84742712,37.50446866],[126.84713330,37.50449783],[126.84683740,37.50450648],[126.84654168,37.50449456],[126.84624839,37.50446214],[126.84595976,37.50440949],[126.84567799,37.50433699],[126.84540523,37.50424520],[126.84514355,37.50413483],[126.84489493,37.50400670],[126.84466129,37.50386180],[126.84444438,37.50370123],[126.84424587,37.50352620],[126.84406726,37.50333806],[126.84390991,37.50313823],[126.84377503,37.50292824],[126.84366363,37.50270968],[126.84357656,37.50248421],[126.84351450,37.50225356],[126.84347790,37.50201948],[126.84346705,37.50178374],[126.84348203,37.50154815],[126.84352272,37.50131450],[126.84358882,37.50108456],[126.84367982,37.50086009],[126.84379503,37.50064278],[126.84393357,37.50043431],[126.84409440,37.50023625],[126.84427627,37.50005011],[126.84447781,37.49987730],[126.84469749,37.49971915],[126.84493364,37.49957686],[126.84518445,37.49945150],[126.84544802,37.49934403],[126.84572234,37.49925528],[126.84600532,37.49918591],[126.84629482,37.49913645],[126.84658863,37.49910729],[126.84688450,37.49909864],[126.84718020,37.49911056],[126.84747347,37.49914297],[126.84776208,37.49919562],[126.84804383,37.49926811],[126.84831658,37.49935989],[126.84857825,37.49947026],[126.84882685,37.49959838],[126.84906050,37.49974327],[126.84927740,37.49990384],[126.84947592,37.50007886],[126.84965453,37.50026699],[126.84981189,37.50046681],[126.84994679,37.50067680],[126.85005820,37.50089535],[126.85014528,37.50112081],[126.85020737,37.50135146],[126.85024399,37.50158554],[126.85025486,37.50182128]]]}"
6429487,2018045,1153010100,112711005,서울 서울구로5,서울특별시 구로구 신도림동(홈플러스 신도림점 앞 부근),5,6,0,2,4,0,126.8893688,37.50996945,"{""type"":""Polygon"",""coordinates"":[[[126.89276315,37.50998695],[126.89274833,37.51022255],[126.89270778,37.51045622],[126.89264183,37.51068619],[126.89255096,37.51091070],[126.89243587,37.51112805],[126.89229744,37.51133658],[126.89213672,37.51153471],[126.89195494,37.51172093],[126.89175347,37.51189381],[126.89153385,37.51205205],[126.89129775,37.51219444],[126.89104698,37.51231990],[126.89078343,37.51242746],[126.89050911,37.51251632],[126.89022611,37.51258580],[126.88993659,37.51263536],[126.88964275,37.51266463],[126.88934682,37.51267339],[126.88905106,37.51266157],[126.88875772,37.51262926],[126.88846903,37.51257671],[126.88818719,37.51250432],[126.88791434,37.51241263],[126.88765257,37.51230235],[126.88740385,37.51217431],[126.88717010,37.51202949],[126.88695308,37.51186899],[126.88675444,37.51169404],[126.88657571,37.51150596],[126.88641823,37.51130619],[126.88628321,37.51109624],[126.88617167,37.51087772],[126.88608447,37.51065229],[126.88602227,37.51042166],[126.88598553,37.51018759],[126.88597454,37.50995186],[126.88598939,37.50971626],[126.88602996,37.50948259],[126.88609594,37.50925263],[126.88618682,37.50902812],[126.88630192,37.50881077],[126.88644036,37.50860225],[126.88660109,37.50840413],[126.88678288,37.50821792],[126.88698435,37.50804504],[126.88720397,37.50788681],[126.88744006,37.50774443],[126.88769082,37.50761898],[126.88795436,37.50751142],[126.88822867,37.50742257],[126.88851164,37.50735310],[126.88880115,37.50730354],[126.88909497,37.50727427],[126.88939087,37.50726551],[126.88968661,37.50727733],[126.88997993,37.50730963],[126.89026860,37.50736218],[126.89055043,37.50743457],[126.89082326,37.50752625],[126.89108502,37.50763653],[126.89133373,37.50776456],[126.89156748,37.50790937],[126.89178450,37.50806986],[126.89198313,37.50824480],[126.89216188,37.50843288],[126.89231936,37.50863264],[126.89245440,37.50884258],[126.89256595,37.50906109],[126.89265317,37.50928652],[126.89271539,37.50951715],[126.89275215,37.50975122],[126.89276315,37.50998695]]]}"
6429499,2018045,1153010200,112711006,서울 서울구로6,서울특별시 구로구 구로동(구로파출소앞교차로 부근),5,5,0,2,3,0,126.8834632,37.49350814,"{""type"":""Polygon"",""coordinates"":[[[126.88685672,37.49352581],[126.88684188,37.49376140],[126.88680133,37.49399507],[126.88673537,37.49422504],[126.88664450,37.49444955],[126.88652942,37.49466689],[126.88639101,37.49487542],[126.88623031,37.49507354],[126.88604855,37.49525975],[126.88584711,37.49543262],[126.88562753,37.49559085],[126.88539148,37.49573323],[126.88514074,37.49585867],[126.88487724,37.49596623],[126.88460298,37.49605507],[126.88432004,37.49612454],[126.88403058,37.49617408],[126.88373680,37.49620334],[126.88344094,37.49621209],[126.88314524,37.49620026],[126.88285197,37.49616793],[126.88256335,37.49611537],[126.88228157,37.49604296],[126.88200879,37.49595126],[126.88174708,37.49584096],[126.88149843,37.49571291],[126.88126474,37.49556808],[126.88104778,37.49540757],[126.88084920,37.49523261],[126.88067052,37.49504452],[126.88051309,37.49484474],[126.88037812,37.49463479],[126.88026663,37.49441626],[126.88017946,37.49419082],[126.88011729,37.49396019],[126.88008058,37.49372612],[126.88006961,37.49349038],[126.88008447,37.49325479],[126.88012505,37.49302112],[126.88019103,37.49279116],[126.88028191,37.49256665],[126.88039700,37.49234932],[126.88053543,37.49214080],[126.88069613,37.49194268],[126.88087790,37.49175649],[126.88107934,37.49158362],[126.88129892,37.49142540],[126.88153497,37.49128303],[126.88178569,37.49115759],[126.88204918,37.49105004],[126.88232343,37.49096120],[126.88260635,37.49089175],[126.88289579,37.49084220],[126.88318955,37.49081294],[126.88348539,37.49080420],[126.88378106,37.49081603],[126.88407432,37.49084835],[126.88436292,37.49090091],[126.88464468,37.49097332],[126.88491744,37.49106501],[126.88517914,37.49117530],[126.88542778,37.49130334],[126.88566147,37.49144816],[126.88587843,37.49160866],[126.88607701,37.49178362],[126.88625569,37.49197170],[126.88641313,37.49217147],[126.88654812,37.49238142],[126.88665963,37.49259994],[126.88674681,37.49282537],[126.88680900,37.49305600],[126.88684573,37.49329007],[126.88685672,37.49352581]]]}"
6429462,2018045,1165010600,112811001,서울 서울서초1,서울특별시 서초구 잠원동(신사역 부근),6,8,1,3,1,3,127.0191664,37.51596404,"{""type"":""Polygon"",""coordinates"":[[[127.02256103,37.51597781],[127.02254661,37.51621343],[127.02250646,37.51644715],[127.02244090,37.51667719],[127.02235041,37.51690181],[127.02223569,37.51711929],[127.02209761,37.51732798],[127.02193722,37.51752628],[127.02175574,37.51771270],[127.02155455,37.51788581],[127.02133518,37.51804429],[127.02109931,37.51818694],[127.02084873,37.51831267],[127.02058534,37.51842053],[127.02031115,37.51850969],[127.02002825,37.51857948],[127.01973878,37.51862936],[127.01944496,37.51865896],[127.01914903,37.51866804],[127.01885322,37.51865655],[127.01855979,37.51862456],[127.01827099,37.51857232],[127.01798899,37.51850024],[127.01771596,37.51840885],[127.01745397,37.51829885],[127.01720501,37.51817109],[127.01697099,37.51802652],[127.01675367,37.51786626],[127.01655471,37.51769152],[127.01637563,37.51750364],[127.01621780,37.51730404],[127.01608240,37.51709424],[127.01597048,37.51687584],[127.01588288,37.51665050],[127.01582027,37.51641993],[127.01578312,37.51618590],[127.01577173,37.51595018],[127.01578617,37.51571456],[127.01582633,37.51548084],[127.01589192,37.51525080],[127.01598242,37.51502619],[127.01609716,37.51480872],[127.01623525,37.51460004],[127.01639565,37.51440174],[127.01657714,37.51421533],[127.01677832,37.51404223],[127.01699769,37.51388376],[127.01723355,37.51374112],[127.01748413,37.51361539],[127.01774750,37.51350754],[127.01802168,37.51341839],[127.01830456,37.51334860],[127.01859401,37.51329873],[127.01888781,37.51326913],[127.01918372,37.51326005],[127.01947951,37.51327154],[127.01977291,37.51330352],[127.02006170,37.51335576],[127.02034368,37.51342784],[127.02061669,37.51351922],[127.02087867,37.51362921],[127.02112762,37.51375697],[127.02136164,37.51390152],[127.02157896,37.51406178],[127.02177792,37.51423651],[127.02195700,37.51442438],[127.02211485,37.51462398],[127.02225026,37.51483377],[127.02236220,37.51505217],[127.02244981,37.51527750],[127.02251244,37.51550806],[127.02254961,37.51574209],[127.02256103,37.51597781]]]}"
