다발지식별자,다발지그룹식별자,법정동코드,스팟코드,관할경찰서,다발지명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤,사고피해정도
144326,2013097,2647010100,26470001,부산광역시 연제구1,부산광역시 연제구 거제동(창신카클리닉 부근),3,3,0,1,1,1,129.0667304,35.19303529,"{""type"":""Polygon"",""coordinates"":[[[129.0682833,35.19431],[129.0679505,35.1945342],[129.0675708,35.1947008],[129.0671589,35.1948034],[129.0667304,35.194838],[129.066302,35.1948034],[129.06589,35.1947008],[129.0655104,35.1945342],[129.0651776,35.19431],[129.0649045,35.1940368],[129.0647015,35.1937251],[129.0645766,35.193387],[129.0645344,35.1930353],[129.0645766,35.1926836],[129.0647016,35.1923454],[129.0649045,35.1920337],[129.0651776,35.1917606],[129.0655104,35.1915364],[129.0658901,35.1913698],[129.066302,35.1912672],[129.0667304,35.1912326],[129.0671588,35.1912672],[129.0675708,35.1913698],[129.0679505,35.1915364],[129.0682832,35.1917606],[129.0685563,35.1920337],[129.0687593,35.1923454],[129.0688843,35.1926836],[129.0689265,35.1930353],[129.0688843,35.193387],[129.0687593,35.1937251],[129.0685564,35.1940368],[129.0682833,35.19431]]]}",6
144001,2013097,4679025030,46790001,전라남도 화순군1,전라남도 화순군 화순읍(백설공주 부근),3,3,0,0,2,1,126.9917763,35.06113978,"{""type"":""Polygon"",""coordinates"":[[[126.9933266,35.0624145],[126.9929944,35.0626387],[126.9926153,35.0628053],[126.992204,35.0629079],[126.9917763,35.0629425],[126.9913485,35.0629079],[126.9909372,35.0628053],[126.9905582,35.0626387],[126.9902259,35.0624145],[126.9899533,35.0621413],[126.9897507,35.0618296],[126.9896259,35.0614915],[126.9895838,35.0611398],[126.9896259,35.0607881],[126.9897507,35.0604499],[126.9899533,35.0601382],[126.990226,35.059865],[126.9905582,35.0596408],[126.9909373,35.0594742],[126.9913486,35.0593717],[126.9917763,35.059337],[126.992204,35.0593717],[126.9926153,35.0594742],[126.9929943,35.0596408],[126.9933266,35.059865],[126.9935993,35.0601382],[126.9938019,35.0604499],[126.9939266,35.0607881],[126.9939688,35.0611398],[126.9939267,35.0614915],[126.9938019,35.0618296],[126.9935993,35.0621413],[126.9933266,35.0624145]]]}",5
144005,2013097,4719012200,47190001,경상북도 구미시1,경상북도 구미시 인의동(대현목재합판 부근),3,3,0,1,2,0,128.42543500000002,36.11092145,"{""type"":""Polygon"",""coordinates"":[[[128.4270057,36.112196],[128.4266691,36.1124201],[128.4262851,36.1125867],[128.4258684,36.1126893],[128.425435,36.1127239],[128.4250017,36.1126893],[128.4245849,36.1125867],[128.4242009,36.1124201],[128.4238643,36.112196],[128.4235881,36.1119228],[128.4233828,36.1116112],[128.4232564,36.1112731],[128.4232137,36.1109214],[128.4232564,36.1105698],[128.4233828,36.1102317],[128.4235881,36.1099201],[128.4238643,36.1096469],[128.424201,36.1094228],[128.424585,36.1092562],[128.4250017,36.1091537],[128.425435,36.109119],[128.4258684,36.1091537],[128.4262851,36.1092562],[128.4266691,36.1094228],[128.4270057,36.1096469],[128.4272819,36.1099201],[128.4274872,36.1102317],[128.4276136,36.1105698],[128.4276563,36.1109214],[128.4276137,36.1112731],[128.4274873,36.1116112],[128.427282,36.1119228],[128.4270057,36.112196]]]}",7
142407,2013097,2629010700,26290001,부산광역시 남구1,부산광역시 남구 용호동(LG메트로시티 부근),3,3,0,1,2,0,129.1130587,35.1293528,"{""type"":""Polygon"",""coordinates"":[[[129.1146103,35.1306275],[129.1142778,35.1308517],[129.1138984,35.1310183],[129.1134868,35.1311209],[129.1130587,35.1311555],[129.1126306,35.1311209],[129.1122189,35.1310183],[129.1118396,35.1308517],[129.1115071,35.1306275],[129.1112342,35.1303543],[129.1110314,35.1300427],[129.1109065,35.1297045],[129.1108644,35.1293528],[129.1109065,35.1290011],[129.1110314,35.1286629],[129.1112342,35.1283512],[129.1115071,35.1280781],[129.1118396,35.1278539],[129.112219,35.1276873],[129.1126306,35.1275847],[129.1130587,35.1275501],[129.1134868,35.1275847],[129.1138984,35.1276873],[129.1142778,35.1278539],[129.1146103,35.1280781],[129.1148832,35.1283512],[129.115086,35.1286629],[129.1152108,35.1290011],[129.115253,35.1293528],[129.1152109,35.1297045],[129.115086,35.1300427],[129.1148832,35.1303543],[129.1146103,35.1306275]]]}",7
142409,2013097,2632010500,26320002,부산광역시 북구2,부산광역시 북구 구포동(구포지구대 부근),4,4,1,1,2,0,129.0064638,35.19879454,"{""type"":""Polygon"",""coordinates"":[[[129.0080168,35.2000692],[129.007684,35.2002934],[129.0073043,35.20046],[129.0068923,35.2005626],[129.0064638,35.2005972],[129.0060353,35.2005626],[129.0056233,35.20046],[129.0052436,35.2002934],[129.0049108,35.2000692],[129.0046377,35.1997961],[129.0044348,35.1994844],[129.0043098,35.1991462],[129.0042676,35.1987945],[129.0043098,35.1984428],[129.0044348,35.1981047],[129.0046378,35.197793],[129.0049109,35.1975198],[129.0052437,35.1972956],[129.0056234,35.197129],[129.0060354,35.1970265],[129.0064638,35.1969918],[129.0068923,35.1970265],[129.0073042,35.197129],[129.0076839,35.1972956],[129.0080167,35.1975198],[129.0082898,35.197793],[129.0084928,35.1981047],[129.0086178,35.1984428],[129.00866,35.1987945],[129.0086178,35.1991462],[129.0084928,35.1994844],[129.0082899,35.1997961],[129.0080168,35.2000692]]]}",11
142735,2013097,2914012000,29140008,광주광역시 서구8,광주광역시 서구 치평동(원할머니보쌈 부근),4,4,0,2,2,0,126.84753290000002,35.15257292,"{""type"":""Polygon"",""coordinates"":[[[126.8490849,35.1538476],[126.8487523,35.1540718],[126.8483728,35.1542384],[126.8479611,35.154341],[126.8475329,35.1543756],[126.8471046,35.154341],[126.8466929,35.1542384],[126.8463134,35.1540718],[126.8459808,35.1538476],[126.8457078,35.1535744],[126.845505,35.1532628],[126.8453801,35.1529246],[126.8453379,35.1525729],[126.8453801,35.1522212],[126.845505,35.151883],[126.8457078,35.1515714],[126.8459808,35.1512982],[126.8463134,35.151074],[126.8466929,35.1509074],[126.8471047,35.1508048],[126.8475329,35.1507702],[126.8479611,35.1508048],[126.8483728,35.1509074],[126.8487523,35.151074],[126.8490849,35.1512982],[126.8493579,35.1515714],[126.8495607,35.151883],[126.8496856,35.1522212],[126.8497278,35.1525729],[126.8496856,35.1529246],[126.8495607,35.1532628],[126.8493579,35.1535744],[126.8490849,35.1538476]]]}",10
143042,2013097,2920011500,29200001,광주광역시 광산구1,광주광역시 광산구 월계동(ASK 부근),3,3,0,0,3,0,126.8425929,35.21468724,"{""type"":""Polygon"",""coordinates"":[[[126.8441461,35.2159619],[126.8438133,35.2161861],[126.8434335,35.2163527],[126.8430214,35.2164553],[126.8425929,35.2164899],[126.8421643,35.2164553],[126.8417523,35.2163527],[126.8413725,35.2161861],[126.8410396,35.2159619],[126.8407664,35.2156888],[126.8405635,35.2153771],[126.8404385,35.2150389],[126.8403963,35.2146872],[126.8404385,35.2143355],[126.8405635,35.2139974],[126.8407665,35.2136857],[126.8410397,35.2134125],[126.8413725,35.2131883],[126.8417523,35.2130218],[126.8421643,35.2129192],[126.8425929,35.2128845],[126.8430214,35.2129192],[126.8434335,35.2130218],[126.8438132,35.2131883],[126.8441461,35.2134125],[126.8444193,35.2136857],[126.8446223,35.2139974],[126.8447473,35.2143355],[126.8447895,35.2146872],[126.8447473,35.2150389],[126.8446223,35.2153771],[126.8444193,35.2156888],[126.8441461,35.2159619]]]}",6
143362,2013097,4127110300,41271002,경기도 안산시 상록구2,경기도 안산시 상록구 사동(사동1299-8A 부근),3,3,0,1,2,0,126.8500498,37.297591499999996,"{""type"":""Polygon"",""coordinates"":[[[126.8516448,37.2988657],[126.851303,37.2990899],[126.850913,37.2992564],[126.8504899,37.2993589],[126.8500498,37.2993936],[126.8496097,37.2993589],[126.8491865,37.2992564],[126.8487965,37.2990899],[126.8484547,37.2988657],[126.8481742,37.2985927],[126.8479657,37.2982811],[126.8478374,37.297943],[126.8477941,37.2975915],[126.8478374,37.2972399],[126.8479658,37.2969019],[126.8481742,37.2965903],[126.8484548,37.2963172],[126.8487966,37.2960931],[126.8491866,37.2959266],[126.8496097,37.295824],[126.8500498,37.2957894],[126.8504898,37.295824],[126.850913,37.2959266],[126.851303,37.2960931],[126.8516448,37.2963172],[126.8519253,37.2965903],[126.8521338,37.2969019],[126.8522621,37.2972399],[126.8523055,37.2975915],[126.8522622,37.297943],[126.8521338,37.2982811],[126.8519254,37.2985927],[126.8516448,37.2988657]]]}",7
143364,2013097,4127111300,41271003,경기도 안산시 상록구3,경기도 안산시 상록구 수암동(선경드림타운 부근),3,7,1,2,4,0,126.87672490000001,37.36334361,"{""type"":""Polygon"",""coordinates"":[[[126.8783213,37.3646178],[126.8779792,37.364842],[126.8775889,37.3650085],[126.8771653,37.365111],[126.8767249,37.3651457],[126.8762844,37.365111],[126.8758609,37.3650085],[126.8754705,37.364842],[126.8751284,37.3646178],[126.8748477,37.3643448],[126.874639,37.3640332],[126.8745106,37.3636951],[126.8744672,37.3633436],[126.8745106,37.362992],[126.8746391,37.362654],[126.8748477,37.3623424],[126.8751285,37.3620693],[126.8754706,37.3618452],[126.8758609,37.3616787],[126.8762844,37.3615762],[126.8767249,37.3615416],[126.8771653,37.3615762],[126.8775888,37.3616787],[126.8779792,37.3618452],[126.8783213,37.3620693],[126.878602,37.3623424],[126.8788107,37.362654],[126.8789392,37.362992],[126.8789826,37.3633436],[126.8789392,37.3636951],[126.8788107,37.3640332],[126.8786021,37.3643448],[126.8783213,37.3646178]]]}",18
143365,2013097,4127110400,41271004,경기도 안산시 상록구4,경기도 안산시 상록구 본오동(본오중B 부근),5,5,0,3,2,0,126.8668164,37.29241786,"{""type"":""Polygon"",""coordinates"":[[[126.8684113,37.2936921],[126.8680695,37.2939162],[126.8676796,37.2940828],[126.8672564,37.2941853],[126.8668164,37.2942199],[126.8663763,37.2941853],[126.8659532,37.2940828],[126.8655632,37.2939162],[126.8652214,37.2936921],[126.8649409,37.293419],[126.8647325,37.2931075],[126.8646042,37.2927694],[126.8645608,37.2924178],[126.8646042,37.2920663],[126.8647325,37.2917282],[126.864941,37.2914167],[126.8652215,37.2911436],[126.8655633,37.2909195],[126.8659532,37.290753],[126.8663764,37.2906504],[126.8668164,37.2906158],[126.8672564,37.2906504],[126.8676795,37.290753],[126.8680695,37.2909195],[126.8684113,37.2911436],[126.8686918,37.2914167],[126.8689002,37.2917282],[126.8690286,37.2920663],[126.869072,37.2924178],[126.8690286,37.2927694],[126.8689003,37.2931075],[126.8686918,37.293419],[126.8684113,37.2936921]]]}",13
144328,2013097,2914013300,29140004,광주광역시 서구4,광주광역시 서구 동천동(죽림지하차도종료 인근),3,3,0,1,2,0,126.86030840000001,35.17056017,"{""type"":""Polygon"",""coordinates"":[[[126.8618608,35.1718349],[126.8615282,35.1720591],[126.8611486,35.1722257],[126.8607367,35.1723282],[126.8603084,35.1723629],[126.8598801,35.1723282],[126.8594682,35.1722257],[126.8590887,35.1720591],[126.858756,35.1718349],[126.858483,35.1715617],[126.8582801,35.17125],[126.8581552,35.1709118],[126.858113,35.1705602],[126.8581552,35.1702085],[126.8582801,35.1698703],[126.858483,35.1695586],[126.858756,35.1692855],[126.8590887,35.1690613],[126.8594683,35.1688947],[126.8598801,35.1687921],[126.8603084,35.1687575],[126.8607367,35.1687921],[126.8611486,35.1688947],[126.8615281,35.1690613],[126.8618608,35.1692855],[126.8621338,35.1695586],[126.8623367,35.1698703],[126.8624617,35.1702085],[126.8625039,35.1705602],[126.8624617,35.1709118],[126.8623368,35.17125],[126.8621339,35.1715617],[126.8618608,35.1718349]]]}",7
144330,2013097,2917011200,29170002,광주광역시 북구2,광주광역시 북구 문흥동(옆구리터진김밥 부근),4,4,0,1,2,1,126.9199679,35.18589912,"{""type"":""Polygon"",""coordinates"":[[[126.9215206,35.1871738],[126.9211879,35.187398],[126.9208082,35.1875646],[126.9203963,35.1876672],[126.9199679,35.1877018],[126.9195395,35.1876672],[126.9191276,35.1875646],[126.9187479,35.187398],[126.9184152,35.1871738],[126.9181421,35.1869006],[126.9179392,35.186589],[126.9178143,35.1862508],[126.9177721,35.1858991],[126.9178143,35.1855474],[126.9179392,35.1852092],[126.9181422,35.1848976],[126.9184152,35.1846244],[126.918748,35.1844002],[126.9191276,35.1842336],[126.9195395,35.184131],[126.9199679,35.1840964],[126.9203963,35.184131],[126.9208082,35.1842336],[126.9211878,35.1844002],[126.9215206,35.1846244],[126.9217937,35.1848976],[126.9219966,35.1852092],[126.9221216,35.1855474],[126.9221638,35.1858991],[126.9221216,35.1862508],[126.9219966,35.186589],[126.9217937,35.1869006],[126.9215206,35.1871738]]]}",8
142410,2013097,2641010400,26410002,부산광역시 금정구2,부산광역시 금정구 남산동(예 플라워 부근),3,3,0,1,1,1,129.0882047,35.26256535,"{""type"":""Polygon"",""coordinates"":[[[129.0897589,35.26384],[129.0894258,35.2640642],[129.0890458,35.2642308],[129.0886335,35.2643334],[129.0882047,35.264368],[129.0877759,35.2643334],[129.0873636,35.2642308],[129.0869836,35.2640642],[129.0866505,35.26384],[129.0863772,35.2635669],[129.0861741,35.2632552],[129.086049,35.262917],[129.0860068,35.2625653],[129.086049,35.2622136],[129.0861741,35.2618755],[129.0863772,35.2615638],[129.0866505,35.2612906],[129.0869836,35.2610665],[129.0873636,35.2608999],[129.0877759,35.2607973],[129.0882047,35.2607627],[129.0886335,35.2607973],[129.0890458,35.2608999],[129.0894257,35.2610665],[129.0897588,35.2612906],[129.0900321,35.2615638],[129.0902353,35.2618755],[129.0903603,35.2622136],[129.0904026,35.2625653],[129.0903604,35.262917],[129.0902353,35.2632552],[129.0900322,35.2635669],[129.0897589,35.26384]]]}",6
144007,2013097,4790041000,47900001,경상북도 예천군1,경상북도 예천군 풍양면(대구가구사 부근),3,3,0,0,3,0,128.30029209999998,36.51096238,"{""type"":""Polygon"",""coordinates"":[[[128.3018708,36.5122368],[128.3015325,36.5124609],[128.3011465,36.5126275],[128.3007276,36.5127301],[128.3002921,36.5127647],[128.2998565,36.5127301],[128.2994376,36.5126275],[128.2990516,36.5124609],[128.2987133,36.5122368],[128.2984356,36.5119637],[128.2982293,36.5116521],[128.2981023,36.511314],[128.2980594,36.5109624],[128.2981023,36.5106107],[128.2982294,36.5102726],[128.2984357,36.5099611],[128.2987133,36.5096879],[128.2990517,36.5094638],[128.2994377,36.5092973],[128.2998565,36.5091947],[128.3002921,36.5091601],[128.3007276,36.5091947],[128.3011465,36.5092973],[128.3015325,36.5094638],[128.3018708,36.5096879],[128.3021484,36.5099611],[128.3023548,36.5102726],[128.3024818,36.5106107],[128.3025247,36.5109624],[128.3024819,36.511314],[128.3023548,36.5116521],[128.3021485,36.5119637],[128.3018708,36.5122368]]]}",6
144009,2013097,4822011100,48220002,경상남도 통영시2,경상남도 통영시 무전동(LG하이프라자 부근),5,5,0,3,2,0,128.42515120000002,34.86022989,"{""type"":""Polygon"",""coordinates"":[[[128.4266978,34.8615047],[128.4263664,34.8617289],[128.4259882,34.8618955],[128.4255779,34.8619981],[128.4251512,34.8620327],[128.4247245,34.8619981],[128.4243142,34.8618955],[128.4239361,34.8617289],[128.4236047,34.8615047],[128.4233327,34.8612315],[128.4231306,34.8609198],[128.4230061,34.8605816],[128.4229641,34.8602299],[128.4230061,34.8598782],[128.4231306,34.85954],[128.4233327,34.8592283],[128.4236047,34.8589551],[128.4239361,34.8587309],[128.4243143,34.8585643],[128.4247246,34.8584617],[128.4251512,34.8584271],[128.4255779,34.8584617],[128.4259882,34.8585643],[128.4263663,34.8587309],[128.4266978,34.8589551],[128.4269698,34.8592283],[128.4271719,34.85954],[128.4272964,34.8598782],[128.4273384,34.8602299],[128.4272964,34.8605816],[128.4271719,34.8609198],[128.4269698,34.8612315],[128.4266978,34.8615047]]]}",13
143043,2013097,2920011800,29200002,광주광역시 광산구2,광주광역시 광산구 신창동(신창3차호반베르디움 부근),5,6,0,0,6,0,126.84014909999999,35.19862967,"{""type"":""Polygon"",""coordinates"":[[[126.8417021,35.1999044],[126.8413693,35.2001286],[126.8409896,35.2002952],[126.8405776,35.2003977],[126.8401491,35.2004324],[126.8397207,35.2003977],[126.8393087,35.2002952],[126.838929,35.2001286],[126.8385962,35.1999044],[126.838323,35.1996312],[126.8381201,35.1993195],[126.8379951,35.1989813],[126.8379529,35.1986296],[126.8379952,35.198278],[126.8381201,35.1979398],[126.8383231,35.1976281],[126.8385962,35.197355],[126.838929,35.1971308],[126.8393087,35.1969642],[126.8397207,35.1968616],[126.8401491,35.196827],[126.8405776,35.1968616],[126.8409896,35.1969642],[126.8413692,35.1971308],[126.841702,35.197355],[126.8419752,35.1976281],[126.8421781,35.1979398],[126.8423031,35.198278],[126.8423453,35.1986296],[126.8423031,35.1989813],[126.8421782,35.1993195],[126.8419752,35.1996312],[126.8417021,35.1999044]]]}",12
143045,2013097,3020011700,30200001,대전광역시 유성구1,대전광역시 유성구 장대동(장대2교 부근),3,3,0,0,3,0,127.3386935,36.36118935,"{""type"":""Polygon"",""coordinates"":[[[127.3402693,36.3624638],[127.3399316,36.362688],[127.3395463,36.3628545],[127.3391283,36.3629571],[127.3386935,36.3629917],[127.3382588,36.3629571],[127.3378407,36.3628545],[127.3374555,36.362688],[127.3371178,36.3624638],[127.3368407,36.3621907],[127.3366347,36.3618791],[127.3365079,36.361541],[127.3364651,36.3611893],[127.336508,36.3608377],[127.3366348,36.3604996],[127.3368407,36.360188],[127.3371178,36.3599149],[127.3374555,36.3596907],[127.3378408,36.3595242],[127.3382588,36.3594216],[127.3386935,36.359387],[127.3391283,36.3594216],[127.3395463,36.3595242],[127.3399315,36.3596907],[127.3402692,36.3599149],[127.3405463,36.360188],[127.3407523,36.3604996],[127.3408791,36.3608377],[127.3409219,36.3611893],[127.3408791,36.361541],[127.3407523,36.3618791],[127.3405464,36.3621907],[127.3402693,36.3624638]]]}",6
143046,2013097,3111011300,31110001,울산광역시 중구1,울산광역시 중구 동동(서동경노당 부근),3,3,0,0,3,0,129.34417439999999,35.57411512,"{""type"":""Polygon"",""coordinates"":[[[129.3457346,35.5753897],[129.3454003,35.5756139],[129.3450188,35.5757805],[129.3446049,35.5758831],[129.3441744,35.5759177],[129.343744,35.5758831],[129.3433301,35.5757805],[129.3429486,35.5756139],[129.3426143,35.5753897],[129.3423399,35.5751166],[129.342136,35.5748049],[129.3420104,35.5744668],[129.341968,35.5741151],[129.3420105,35.5737634],[129.342136,35.5734253],[129.3423399,35.5731136],[129.3426143,35.5728405],[129.3429487,35.5726163],[129.3433301,35.5724497],[129.343744,35.5723472],[129.3441744,35.5723125],[129.3446049,35.5723472],[129.3450188,35.5724497],[129.3454002,35.5726163],[129.3457346,35.5728405],[129.346009,35.5731136],[129.3462129,35.5734253],[129.3463384,35.5737634],[129.3463808,35.5741151],[129.3463384,35.5744668],[129.3462129,35.5748049],[129.346009,35.5751166],[129.3457346,35.5753897]]]}",6
143366,2013097,4127310100,41273001,경기도 안산시 단원구1,경기도 안산시 단원구 고잔동(포도나무미술학원 부근),3,3,0,2,1,0,126.82946580000001,37.33099563,"{""type"":""Polygon"",""coordinates"":[[[126.8310616,37.3322699],[126.8307196,37.332494],[126.8303294,37.3326605],[126.8299061,37.3327631],[126.8294658,37.3327977],[126.8290255,37.3327631],[126.8286022,37.3326605],[126.828212,37.332494],[126.82787,37.3322699],[126.8275894,37.3319968],[126.8273809,37.3316852],[126.8272525,37.3313472],[126.8272091,37.3309956],[126.8272525,37.330644],[126.8273809,37.330306],[126.8275894,37.3299944],[126.8278701,37.3297214],[126.8282121,37.3294973],[126.8286022,37.3293307],[126.8290256,37.3292282],[126.8294658,37.3291936],[126.8299061,37.3292282],[126.8303294,37.3293307],[126.8307196,37.3294973],[126.8310615,37.3297214],[126.8313422,37.3299944],[126.8315507,37.330306],[126.8316792,37.330644],[126.8317225,37.3309956],[126.8316792,37.3313472],[126.8315508,37.3316852],[126.8313422,37.3319968],[126.8310616,37.3322699]]]}",8
143368,2013097,4136025621,41360001,경기도 남양주시1,경기도 남양주시 화도읍((화도농협승리지점앞) 부근),3,3,0,1,2,0,127.30369180000001,37.65734397,"{""type"":""Polygon"",""coordinates"":[[[127.3052945,37.6586181],[127.304951,37.6588422],[127.3045592,37.6590088],[127.304134,37.6591113],[127.3036918,37.6591459],[127.3032496,37.6591113],[127.3028244,37.6590088],[127.3024325,37.6588422],[127.302089,37.6586181],[127.3018072,37.6583451],[127.3015977,37.6580335],[127.3014687,37.6576955],[127.3014252,37.657344],[127.3014688,37.6569924],[127.3015978,37.6566544],[127.3018072,37.6563428],[127.3020891,37.6560698],[127.3024326,37.6558457],[127.3028244,37.6556792],[127.3032496,37.6555766],[127.3036918,37.655542],[127.3041339,37.6555766],[127.3045591,37.6556792],[127.304951,37.6558457],[127.3052944,37.6560698],[127.3055763,37.6563428],[127.3057858,37.6566544],[127.3059148,37.6569924],[127.3059583,37.657344],[127.3059148,37.6576955],[127.3057858,37.6580335],[127.3055764,37.6583451],[127.3052945,37.6586181]]]}",7
142412,2013097,2723011000,27230002,대구광역시 북구2,대구광역시 북구 대현동(도원식품 부근),4,4,0,2,2,0,128.60838700000002,35.883950899999995,"{""type"":""Polygon"",""coordinates"":[[[128.6099532,35.8852254],[128.6096176,35.8854496],[128.6092346,35.8856162],[128.6088191,35.8857188],[128.608387,35.8857534],[128.6079549,35.8857188],[128.6075394,35.8856162],[128.6071564,35.8854496],[128.6068208,35.8852254],[128.6065453,35.8849523],[128.6063406,35.8846407],[128.6062146,35.8843025],[128.6061721,35.8839509],[128.6062146,35.8835992],[128.6063407,35.8832611],[128.6065454,35.8829495],[128.6068208,35.8826763],[128.6071565,35.8824522],[128.6075394,35.8822856],[128.6079549,35.882183],[128.608387,35.8821484],[128.6088191,35.882183],[128.6092346,35.8822856],[128.6096175,35.8824522],[128.6099532,35.8826763],[128.6102286,35.8829495],[128.6104333,35.8832611],[128.6105594,35.8835992],[128.6106019,35.8839509],[128.6105594,35.8843025],[128.6104334,35.8846407],[128.6102287,35.8849523],[128.6099532,35.8852254]]]}",10
142414,2013097,2726010600,27260001,대구광역시 수성구1,대구광역시 수성구 수성동4가(수성보성타운 부근),3,3,0,1,2,0,128.6147963,35.86238404,"{""type"":""Polygon"",""coordinates"":[[[128.6163621,35.8636586],[128.6160265,35.8638828],[128.6156437,35.8640493],[128.6152283,35.8641519],[128.6147963,35.8641866],[128.6143642,35.8641519],[128.6139488,35.8640493],[128.613566,35.8638828],[128.6132305,35.8636586],[128.6129551,35.8633854],[128.6127504,35.8630738],[128.6126244,35.8627357],[128.6125819,35.862384],[128.6126245,35.8620324],[128.6127505,35.8616942],[128.6129551,35.8613826],[128.6132305,35.8611095],[128.6135661,35.8608853],[128.6139489,35.8607187],[128.6143643,35.8606162],[128.6147963,35.8605815],[128.6152282,35.8606162],[128.6156436,35.8607187],[128.6160265,35.8608853],[128.616362,35.8611095],[128.6166374,35.8613826],[128.616842,35.8616942],[128.616968,35.8620324],[128.6170106,35.862384],[128.6169681,35.8627357],[128.6168421,35.8630738],[128.6166374,35.8633854],[128.6163621,35.8636586]]]}",7
144332,2013097,2771025328,27710001,대구광역시 달성군1,대구광역시 달성군 논공읍(대신빌딩 부근),4,4,0,1,3,0,128.4452119,35.72930354,"{""type"":""Polygon"",""coordinates"":[[[128.4467751,35.7305781],[128.4464401,35.7308023],[128.4460579,35.7309689],[128.4456432,35.7310715],[128.4452119,35.7311061],[128.4447806,35.7310715],[128.4443659,35.7309689],[128.4439837,35.7308023],[128.4436487,35.7305781],[128.4433737,35.730305],[128.4431695,35.7299933],[128.4430437,35.7296552],[128.4430012,35.7293035],[128.4430437,35.7289519],[128.4431695,35.7286137],[128.4433738,35.7283021],[128.4436487,35.7280289],[128.4439837,35.7278048],[128.4443659,35.7276382],[128.4447806,35.7275356],[128.4452119,35.727501],[128.4456431,35.7275356],[128.4460578,35.7276382],[128.44644,35.7278048],[128.446775,35.7280289],[128.4470499,35.7283021],[128.4472542,35.7286137],[128.44738,35.7289519],[128.4474225,35.7293035],[128.4473801,35.7296552],[128.4472543,35.7299933],[128.44705,35.730305],[128.4467751,35.7305781]]]}",9
144011,2013097,4825011800,48250003,경상남도 김해시3,경상남도 김해시 어방동((다솜조명백화점앞교차로) 부근),4,5,0,3,2,0,128.9036868,35.24308369,"{""type"":""Polygon"",""coordinates"":[[[128.9052406,35.2443584],[128.9049076,35.2445826],[128.9045277,35.2447492],[128.9041155,35.2448517],[128.9036868,35.2448864],[128.9032581,35.2448517],[128.9028459,35.2447492],[128.902466,35.2445826],[128.902133,35.2443584],[128.9018597,35.2440852],[128.9016567,35.2437735],[128.9015316,35.2434354],[128.9014894,35.2430837],[128.9015316,35.242732],[128.9016567,35.2423938],[128.9018598,35.2420821],[128.902133,35.241809],[128.902466,35.2415848],[128.9028459,35.2414182],[128.9032581,35.2413156],[128.9036868,35.241281],[128.9041155,35.2413156],[128.9045277,35.2414182],[128.9049076,35.2415848],[128.9052406,35.241809],[128.9055138,35.2420821],[128.9057169,35.2423938],[128.9058419,35.242732],[128.9058842,35.2430837],[128.905842,35.2434354],[128.9057169,35.2437735],[128.9055139,35.2440852],[128.9052406,35.2443584]]]}",13
144015,2013097,4831010900,48310004,경상남도 거제시4,경상남도 거제시 고현동(한아름유치원 부근),5,5,0,3,2,0,128.629702,34.89555333,"{""type"":""Polygon"",""coordinates"":[[[128.6312492,34.8968281],[128.6309176,34.8970523],[128.6305393,34.8972189],[128.6301289,34.8973215],[128.629702,34.8973561],[128.6292751,34.8973215],[128.6288646,34.8972189],[128.6284863,34.8970523],[128.6281547,34.8968281],[128.6278826,34.8965549],[128.6276804,34.8962432],[128.6275559,34.895905],[128.6275139,34.8955533],[128.6275559,34.8952016],[128.6276805,34.8948634],[128.6278827,34.8945517],[128.6281548,34.8942785],[128.6284864,34.8940544],[128.6288647,34.8938878],[128.6292751,34.8937852],[128.629702,34.8937505],[128.6301288,34.8937852],[128.6305393,34.8938878],[128.6309176,34.8940544],[128.6312492,34.8942785],[128.6315213,34.8945517],[128.6317235,34.8948634],[128.631848,34.8952016],[128.6318901,34.8955533],[128.631848,34.895905],[128.6317235,34.8962432],[128.6315213,34.8965549],[128.6312492,34.8968281]]]}",13
144018,2013097,4831010600,48310003,경상남도 거제시3,경상남도 거제시 옥포동(거제불교회관 부근),5,6,0,2,4,0,128.6935336,34.89511721,"{""type"":""Polygon"",""coordinates"":[[[128.6950808,34.896392],[128.6947492,34.8966162],[128.6943709,34.8967828],[128.6939605,34.8968854],[128.6935336,34.89692],[128.6931067,34.8968854],[128.6926962,34.8967828],[128.6923179,34.8966162],[128.6919864,34.896392],[128.6917142,34.8961188],[128.691512,34.8958071],[128.6913875,34.8954689],[128.6913455,34.8951172],[128.6913876,34.8947655],[128.6915121,34.8944273],[128.6917143,34.8941156],[128.6919864,34.8938424],[128.692318,34.8936182],[128.6926963,34.8934516],[128.6931067,34.8933491],[128.6935336,34.8933144],[128.6939604,34.8933491],[128.6943709,34.8934516],[128.6947492,34.8936182],[128.6950808,34.8938424],[128.6953529,34.8941156],[128.6955551,34.8944273],[128.6956796,34.8947655],[128.6957217,34.8951172],[128.6956796,34.8954689],[128.6955551,34.8958071],[128.6953529,34.8961188],[128.6950808,34.896392]]]}",14
