주야,요일,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_2당_대분류,경도,위도,사고피해정도,도시여부,주말/공휴일,인구수,발생지번호,보행자의위치,무단횡단여부
1,1,5,0,0,1,2,127.9854,36.1533,0,0,0,0,75,0,0
1,1,0,0,0,2,9,127.0695,37.7266,2,0,0,0,64,0,0
1,1,0,0,0,8,1,127.324,35.4279,0,0,0,0,193,0,0
0,1,5,0,0,4,2,128.3407,36.129,0,0,0,0,144,0,0
0,1,0,0,0,0,3,127.5224,37.2925,0,0,0,0,41,0,0
0,1,0,1,2,0,6,127.0624,37.8408,0,0,0,0,59,0,0
0,1,0,0,0,0,2,128.548,35.8967,1,0,0,0,112,0,0
1,2,5,0,0,0,3,128.2177,36.1289,0,0,0,0,76,0,0
1,2,5,0,0,1,3,128.5926,36.1482,1,0,0,0,170,0,0
1,2,0,0,0,9,1,126.7472,33.5455,0,0,0,0,90,0,0
1,2,0,0,0,6,1,128.0149,35.6663,0,0,0,0,154,0,0
1,2,0,0,0,1,1,127.1798,36.7661,0,0,0,0,63,0,0
0,3,0,0,0,4,1,126.4094,37.6008,0,0,0,0,92,0,0
1,3,0,0,0,8,2,126.2175,34.4427,0,0,0,0,71,0,0
1,3,0,0,0,1,3,127.3254,36.3922,2,0,0,0,148,0,0
0,3,0,0,0,4,1,127.3814,35.4029,0,0,0,0,193,0,0
0,3,0,0,0,0,3,128.5161,35.8248,1,0,0,0,20,0,0
0,3,0,0,0,7,1,126.7143,36.6617,0,0,0,0,38,0,0
0,4,2,0,0,0,2,127.1405,37.463,2,0,0,0,95,0,0
1,4,0,0,0,0,1,126.9616,35.9366,0,0,0,0,125,0,0
1,4,6,1,1,0,7,127.3347,36.2989,0,0,0,0,4,0,0
1,4,0,0,0,1,6,126.3894,34.736,1,0,0,0,16,0,0
1,4,0,1,2,9,3,128.8161,36.883,0,0,0,0,149,0,0
1,4,5,1,2,7,2,126.7457,37.5567,0,0,0,0,7,0,0
1,4,5,0,0,4,2,128.6181,35.8113,0,0,0,0,37,0,0
0,5,0,0,0,4,2,127.0509,37.6457,0,0,1,0,98,0,0
1,5,0,0,0,9,1,128.7301,35.6751,0,0,1,0,3,0,0
1,5,9,0,0,7,6,126.8167,37.571,0,0,1,0,43,0,0
1,5,0,0,0,4,1,128.6389,36.7856,0,0,1,0,113,0,0
0,5,6,1,1,4,2,127.4939,36.6252,0,0,1,0,83,0,0
0,5,0,1,2,0,6,126.8938,35.2363,0,0,1,0,137,0,0
0,6,0,0,0,0,1,126.4418,35.3846,1,0,1,0,127,0,0
0,6,5,0,0,0,2,126.9062,37.5323,1,0,1,0,150,0,0
1,6,6,1,1,0,7,129.3795,36.0724,0,0,1,0,160,0,0
1,6,0,0,0,4,1,128.3847,38.2225,0,0,1,0,124,0,0
1,6,0,0,0,4,2,127.5415,36.5374,0,0,1,0,83,0,0
0,0,5,0,0,2,2,127.158,37.4354,0,0,0,0,95,0,0
0,0,0,0,0,4,1,128.9773,35.0621,0,0,0,0,25,0,0
1,0,6,1,1,1,5,126.7957,35.1329,0,0,0,0,135,0,0
1,0,0,0,0,0,1,126.732,35.2483,0,0,0,0,146,0,0
1,0,0,0,0,8,1,126.9464,36.8085,0,0,0,0,53,0,0
1,0,2,0,0,2,5,128.349,36.2484,0,0,0,0,144,0,0
1,0,0,0,0,6,1,128.7379,35.7535,0,0,0,0,52,0,0
0,0,0,0,0,1,1,127.7436,37.2736,0,0,0,0,22,0,0
0,0,0,2,4,0,1,128.5302,35.8523,1,0,0,0,20,0,0
1,1,0,1,1,9,2,126.7398,33.5535,0,0,0,0,90,0,0
1,1,0,1,3,2,5,127.1132,37.4977,0,0,0,0,156,0,0
1,1,9,1,3,4,3,129.0011,35.2971,0,0,0,0,49,0,0
1,1,0,0,0,0,1,129.2275,37.3727,0,0,0,0,78,0,0
1,1,0,0,0,4,1,128.1421,35.5667,0,0,0,0,133,0,0
1,1,0,0,0,4,2,129.1012,35.1319,0,0,0,0,180,0,0
0,1,0,0,0,1,5,128.1184,36.3798,0,0,0,0,58,0,0
0,2,0,0,0,0,1,126.9142,37.0729,0,0,0,0,50,0,0
1,2,0,0,0,1,1,128.2157,37.0741,0,0,0,0,103,0,0
1,2,8,1,1,8,2,126.9469,35.6959,0,0,0,0,12,0,0
0,2,0,0,0,4,3,127.0132,37.5649,0,0,0,0,8,0,0
1,3,7,1,1,1,4,126.5629,33.2535,0,0,0,0,62,0,0
1,3,8,1,1,4,2,128.4139,35.3486,0,0,0,0,117,0,0
1,3,0,2,4,1,8,128.688,36.3367,0,0,0,0,105,0,0
1,3,9,1,1,4,9,128.8482,35.2212,0,0,0,0,13,0,0
1,3,7,1,2,4,3,127.2241,35.3812,0,0,0,0,193,0,0
1,3,6,1,1,0,4,127.1282,37.5021,0,0,0,0,156,0,0
0,3,6,1,2,4,2,128.3489,36.1478,0,0,0,0,144,0,0
0,3,0,0,0,0,12,127.4794,37.2854,0,0,0,0,41,0,0
0,4,0,0,0,0,1,128.8469,37.4642,0,0,0,0,198,0,0
1,4,0,1,2,0,7,126.9557,37.3783,0,0,0,0,151,0,0
1,4,0,0,0,9,1,128.0036,36.1397,0,0,0,0,76,0,0
1,4,0,0,0,0,9,129.3379,35.6687,0,0,0,0,158,0,0
1,4,0,0,0,8,1,127.3248,37.5428,0,0,0,0,48,0,0
1,4,0,0,0,9,1,128.4873,35.6362,0,0,0,0,30,0,0
1,4,5,0,0,4,6,128.4862,35.7986,0,0,0,0,30,0,0
0,4,0,0,0,1,12,127.2416,38.236,0,0,0,0,184,0,0
0,5,6,1,1,1,3,127.9449,37.3773,1,0,1,0,36,0,0
1,5,0,0,0,1,8,128.0974,35.1248,0,0,1,0,42,0,0
1,5,0,0,0,6,2,128.9905,35.0704,0,0,1,0,25,0,0
1,5,6,1,1,4,2,128.7188,35.3797,0,0,1,0,177,0,0
1,5,0,1,2,1,4,127.8072,35.6225,0,0,1,0,108,0,0
1,5,0,0,0,8,1,128.6383,36.5898,0,0,1,0,66,0,0
1,6,0,0,0,1,1,127.7218,36.0147,0,0,1,0,182,0,0
1,6,0,0,0,4,2,127.6171,34.8264,0,0,1,0,102,0,0
1,6,0,0,0,1,1,128.1654,35.6083,0,0,1,0,133,0,0
1,0,5,0,0,0,3,126.5729,35.5398,1,0,0,0,219,0,0
1,0,0,0,0,2,5,127.0098,37.5559,1,0,0,0,8,0,0
1,0,0,0,0,0,1,126.8785,35.0009,0,0,0,0,33,0,0
1,0,0,0,0,0,2,127.494,36.1564,0,0,0,0,68,0,0
1,0,0,0,0,8,1,128.308,37.4358,0,0,0,0,24,0,0
0,0,0,0,0,2,8,128.8914,35.9968,1,0,0,0,5,0,0
0,0,6,1,1,4,3,128.8607,35.2355,0,0,0,0,13,0,0
0,1,0,0,0,4,1,126.7001,37.7243,0,0,0,0,175,0,0
1,1,0,0,0,1,3,127.4126,36.3881,1,0,0,0,77,0,0
1,1,6,1,1,0,2,126.5486,35.9539,0,0,0,0,166,0,0
1,1,0,0,0,0,1,128.2469,34.9866,0,0,0,0,87,0,0
1,1,7,1,1,4,6,128.1846,36.216,0,0,0,0,76,0,0
1,1,5,1,2,0,3,126.7997,37.7276,0,0,0,0,40,0,0
1,1,0,0,0,0,8,128.7542,35.4766,0,0,0,0,177,0,0
0,2,6,1,1,0,7,127.9267,36.9603,0,0,0,0,6,0,0
1,2,8,1,1,0,8,126.8752,37.1552,0,0,0,0,50,0,0
1,2,5,0,0,0,4,128.5795,36.3715,0,0,0,0,105,0,0
1,2,0,0,0,8,1,127.7171,37.8172,0,0,0,0,111,0,0
1,2,0,0,0,1,3,127.286,36.4385,1,1,0,0,229,0,0
1,2,5,0,0,4,3,128.121,37.153,0,0,0,0,103,0,0
1,2,0,1,2,0,2,126.6426,37.4537,0,0,0,0,29,0,0
1,2,0,1,1,0,2,127.5692,34.7911,0,0,0,0,102,0,0
0,2,6,1,1,0,3,126.7728,36.536,1,0,0,0,187,0,0
0,2,5,0,0,4,2,126.9797,37.4767,0,0,0,0,93,0,0
0,2,5,0,0,6,2,127.2491,37.6467,0,0,0,0,70,0,0
0,2,0,1,1,0,1,127.5115,37.4996,0,0,0,0,48,0,0
0,2,0,0,0,4,4,126.9231,37.5775,0,0,0,0,195,0,0
0,3,0,0,0,6,1,127.1026,37.5459,0,0,0,0,183,0,0
0,3,0,2,4,0,1,128.977,35.1517,0,0,0,0,120,0,0
0,3,0,0,0,1,3,126.8717,37.3771,0,0,0,0,73,0,0
0,3,2,0,0,0,1,126.4274,34.817,0,0,0,0,153,0,0
1,3,2,0,0,5,4,127.0522,36.1725,0,0,0,0,61,0,0
1,3,0,0,0,7,1,126.7085,37.6763,0,0,0,0,40,0,0
0,3,0,0,0,0,1,127.0033,37.1985,0,0,0,0,50,0,0
0,4,0,1,2,0,1,127.6509,37.0029,0,0,0,0,110,0,0
0,4,0,0,0,1,2,127.7693,34.9851,0,0,0,0,130,0,0
0,4,0,0,0,0,1,126.8326,35.186,0,0,0,0,135,0,0
1,4,0,0,0,1,4,126.5736,36.6931,0,0,0,0,69,0,0
1,4,2,1,1,0,3,128.4591,35.6741,1,0,0,0,30,0,0
1,4,3,0,0,4,2,126.8314,35.1306,0,0,0,0,222,0,0
1,4,5,0,0,4,3,126.9068,37.515,0,0,0,0,150,0,0
0,4,0,1,2,0,4,128.5549,35.876,0,0,0,0,107,0,0
0,4,0,0,0,0,2,127.1312,35.2625,1,0,0,0,147,0,0
1,5,0,1,1,0,4,127.9353,37.3357,0,0,1,0,36,0,0
1,5,3,0,0,7,2,128.6096,35.8409,0,0,1,0,37,0,0
1,5,0,0,0,1,1,128.6499,35.4495,0,0,1,0,177,0,0
0,5,5,0,0,7,3,128.8813,37.7477,0,0,1,0,194,0,0
0,6,0,0,0,0,3,128.4019,37.7347,0,0,1,0,82,0,0
0,6,5,0,0,0,1,127.4998,36.6086,0,0,1,0,83,0,0
0,6,2,0,0,0,4,126.8197,36.6843,0,0,1,0,187,0,0
0,6,0,1,1,2,1,127.272,38.0834,0,0,1,0,171,0,0
0,6,6,1,1,4,2,128.5711,35.8723,0,0,1,0,107,0,0
1,6,0,0,0,0,1,128.4445,36.2617,0,0,1,0,170,0,0
1,0,0,0,0,2,5,127.6155,37.4133,0,0,0,0,22,0,0
1,0,6,1,1,1,6,127.0848,36.1959,0,0,0,0,61,0,0
1,0,0,1,2,1,1,127.5845,35.8473,0,0,0,0,192,0,0
1,0,6,1,1,6,3,126.9254,35.9545,0,0,0,0,125,0,0
1,0,0,0,0,1,3,127.2755,37.3858,1,0,0,0,9,0,0
1,0,0,0,0,4,1,126.7066,36.0545,0,0,0,0,10,0,0
1,0,6,1,1,3,2,128.4159,36.4061,0,0,0,0,105,0,0
0,0,6,1,1,6,3,129.1651,35.4108,0,0,0,0,49,0,0
0,0,5,0,0,1,2,129.1606,35.4066,0,0,0,0,49,0,0
0,1,0,1,1,0,1,128.3951,35.1138,0,0,0,0,86,0,0
1,1,0,0,0,0,3,128.7568,35.447,0,0,0,0,177,0,0
1,1,0,1,2,2,1,129.155,35.3815,0,0,0,0,49,0,0
1,1,9,1,1,7,2,126.7577,37.5027,0,0,0,0,65,0,0
0,1,0,1,1,1,3,127.5072,37.8168,0,0,0,0,176,0,0
0,2,5,0,0,0,6,127.3471,36.4598,0,1,0,0,229,0,0
0,2,6,1,1,4,2,126.91,35.1672,0,0,0,0,137,0,0
0,2,5,0,0,0,2,127.6283,37.1341,0,0,0,0,41,0,0
0,2,0,0,0,0,1,129.0052,35.2153,0,0,0,0,118,0,0
1,2,5,0,0,7,4,126.9218,35.709,0,0,0,0,12,0,0
1,2,5,0,0,1,4,126.205,35.059,0,0,0,0,132,0,0
1,2,0,0,0,1,2,128.9,36.0273,2,0,0,0,5,0,0
1,2,5,0,0,1,3,126.8188,34.4014,1,0,0,0,141,0,0
1,2,6,0,0,1,4,126.7196,37.3179,0,0,0,0,73,0,0
0,2,0,0,0,1,3,127.3008,36.7295,0,0,0,0,63,0,0
0,2,0,0,0,3,1,128.5895,38.061,0,0,0,0,164,0,0
0,2,0,0,0,0,1,126.4419,37.5198,0,0,0,0,186,0,0
0,3,0,0,0,1,3,127.704,35.6445,0,0,0,0,108,0,0
0,3,0,2,4,1,3,127.1378,37.0397,0,0,0,0,51,0,0
0,3,2,1,1,1,7,128.868,35.174,0,0,0,0,13,0,0
1,3,0,0,0,1,8,127.7414,36.8551,0,0,0,0,179,0,0
1,3,0,0,0,1,3,127.3334,36.9811,0,0,0,0,23,0,0
1,3,8,1,1,0,2,126.9387,36.4819,0,0,0,0,19,0,0
1,3,5,0,0,0,7,126.8248,36.0247,0,0,0,0,166,0,0
0,3,6,1,1,2,4,126.9061,37.5744,0,0,0,0,195,0,0
0,4,0,0,0,1,3,127.0947,37.2044,0,0,0,0,50,0,0
1,4,0,0,0,0,2,126.8767,37.5806,1,0,0,0,40,0,0
0,4,0,0,0,0,2,127.1353,37.4337,0,0,0,0,95,0,0
0,5,0,1,2,0,1,126.3412,34.6965,1,0,1,0,119,0,0
0,5,0,0,0,6,1,129.056,35.072,0,0,1,0,173,0,0
1,5,0,0,0,0,2,127.3459,35.334,1,0,1,0,193,0,0
1,5,0,0,0,9,1,129.304,36.4001,0,0,1,0,54,0,0
1,5,6,1,1,0,3,126.881,36.637,1,0,1,0,187,0,0
1,5,0,1,2,4,2,128.84,35.2053,0,0,1,0,13,0,0
1,5,5,2,4,0,2,128.4704,38.0753,1,0,1,0,164,0,0
0,5,0,1,1,2,3,126.8031,37.3027,0,0,1,0,2,0,0
0,5,0,0,0,0,1,129.23,36.7455,0,0,1,0,128,0,0
0,6,2,0,0,0,4,127.0283,37.22,0,0,1,0,50,0,0
0,6,0,2,4,4,1,128.9189,35.1089,0,0,1,0,206,0,0
1,6,8,1,1,4,3,126.8401,36.1249,0,0,1,0,129,0,0
1,6,3,0,0,3,4,128.9602,35.9402,0,0,1,0,5,0,0
1,6,0,0,0,2,2,127.0475,37.4557,2,0,1,0,214,0,0
1,6,5,0,0,4,5,127.4679,37.564,0,0,1,0,48,0,0
0,0,10,0,0,4,2,126.7282,37.6156,0,0,0,0,47,0,0
1,0,0,0,0,9,2,127.2318,35.4564,0,0,0,0,131,0,0
1,0,0,0,0,1,4,128.2112,36.4694,0,0,0,0,58,0,0
1,0,4,0,0,0,2,127.2365,36.3577,0,0,0,0,19,0,0
0,0,5,0,0,2,2,127.7451,37.243,0,0,0,0,22,0,0
0,0,0,0,0,0,2,127.8904,37.1846,0,0,0,0,36,0,0
0,0,0,2,4,7,1,127.3103,35.3062,0,0,0,0,193,0,0
0,0,0,0,0,2,5,126.3673,34.8037,0,0,0,0,153,0,0
0,0,0,0,0,0,7,126.7329,37.5232,0,0,0,0,44,0,0
0,0,5,0,0,0,6,126.8388,37.1926,2,0,0,0,50,0,0
0,0,0,0,0,0,1,127.075,37.3953,1,0,0,0,95,0,0
0,1,0,2,4,0,1,127.5727,37.3014,0,0,0,0,22,0,0
0,1,5,0,0,0,2,128.6294,35.8666,0,0,0,0,37,0,0
1,1,0,0,0,1,8,127.8599,37.4202,0,0,0,0,31,0,0
1,1,6,1,1,1,2,127.7809,35.5443,1,0,0,0,108,0,0
1,1,0,0,0,1,1,127.8142,37.0098,0,0,0,0,6,0,0
0,2,0,0,0,1,11,127.5362,36.3313,1,0,0,0,142,0,0
0,2,0,0,0,4,3,127.9495,37.3202,0,0,0,0,36,0,0
0,2,0,1,1,0,4,129.0083,35.1986,0,0,0,0,118,0,0
1,2,0,0,0,4,1,129.3634,35.9294,0,0,0,0,160,0,0
1,2,0,2,4,7,12,126.6237,36.4982,0,0,0,0,38,0,0
0,2,10,1,2,4,6,127.0317,37.289,0,0,0,0,99,0,0
1,3,0,0,0,6,9,126.8613,37.2701,0,0,0,0,50,0,0
1,3,0,1,1,9,1,127.7635,36.1304,0,0,0,0,75,0,0
1,3,0,0,0,0,4,126.529,37.2424,0,0,0,0,186,0,0
1,3,0,1,1,7,2,127.0619,37.5428,0,0,0,0,84,0,0
1,3,0,0,0,0,3,127.5581,35.728,0,0,0,0,155,0,0
0,3,6,1,1,0,2,127.0018,36.0096,0,0,0,0,125,0,0
0,4,5,0,0,0,2,128.0053,37.4878,0,0,0,0,31,0,0
1,4,0,0,0,0,3,129.0675,35.2087,0,0,0,0,216,0,0
1,4,0,0,0,4,1,127.178,37.6386,0,0,0,0,70,0,0
1,4,0,0,0,1,2,126.7492,37.5415,0,0,0,0,7,0,0
1,4,0,1,2,4,9,126.8891,37.5858,0,0,0,0,139,0,0
1,4,0,0,0,0,1,127.0395,35.2468,0,0,0,0,181,0,0
0,4,2,0,0,4,2,126.9453,37.5269,0,0,0,0,134,0,0
0,4,0,0,0,1,1,127.3995,35.6969,0,0,0,0,192,0,0
1,5,0,1,3,1,7,128.6562,35.2256,0,0,1,0,86,0,0
1,5,5,0,0,1,3,127.0713,36.8901,0,0,1,0,53,0,0
0,5,0,1,2,1,1,127.6551,35.4316,0,0,1,0,193,0,0
0,5,0,1,1,1,1,127.6544,34.7905,0,0,1,0,102,0,0
0,6,2,1,1,0,1,128.4973,35.8037,0,0,1,0,30,0,0
1,6,0,0,0,0,1,127.4924,36.8284,0,0,1,0,60,0,0
1,6,0,1,1,0,6,126.9413,35.3036,0,0,1,0,181,0,0
1,6,0,0,0,0,2,127.8458,36.9822,2,0,1,0,6,0,0
1,6,5,0,0,1,6,126.7791,36.0735,1,0,1,0,10,0,0
1,6,0,0,0,1,1,127.2252,37.9421,0,0,1,0,171,0,0
1,6,0,0,0,6,2,126.9726,35.3058,0,0,1,0,181,0,0
0,6,0,0,0,6,1,128.7013,35.1844,0,0,1,0,86,0,0
0,0,0,1,1,0,4,126.7332,35.9728,0,0,0,0,166,0,0
0,0,0,0,0,0,3,126.7375,37.8288,0,0,0,0,175,0,0
1,0,6,1,1,1,2,126.5268,36.613,0,0,0,0,38,0,0
1,0,0,0,0,9,1,126.7597,33.5479,0,0,0,0,90,0,0
1,0,0,0,0,4,2,127.4443,36.3269,0,0,0,0,80,0,0
1,0,7,1,1,3,5,127.2145,37.2392,0,0,0,0,51,0,0
0,0,3,1,2,0,2,129.3614,35.4922,0,0,0,0,213,0,0
0,0,0,0,0,0,1,127.0256,36.494,0,0,0,0,19,0,0
0,0,0,0,0,0,7,127.4283,37.3175,0,0,0,0,41,0,0
0,1,0,0,0,0,1,127.0207,35.3373,0,0,0,0,181,0,0
0,1,0,0,0,0,8,128.7324,35.8341,0,0,0,0,52,0,0
1,1,0,1,1,1,8,127.1828,37.0332,0,0,0,0,23,0,0
1,1,0,1,1,4,2,128.8122,35.8347,0,0,0,0,52,0,0
1,1,0,1,1,6,2,127.5667,36.3021,0,0,0,0,142,0,0
1,1,0,0,0,1,4,128.5115,35.4892,0,0,0,0,211,0,0
1,1,0,0,0,0,3,127.4302,36.4777,0,0,0,0,83,0,0
1,1,6,1,1,4,2,127.4271,36.7173,0,0,0,0,83,0,0
1,1,5,2,4,1,4,128.6551,34.9166,0,0,0,0,15,0,0
0,1,0,0,0,4,1,127.307,37.534,0,0,0,0,48,0,0
0,2,0,0,0,1,1,128.6588,35.2699,0,0,0,0,86,0,0
1,2,6,1,1,0,3,127.121,35.9668,0,0,0,0,28,0,0
1,2,9,0,0,8,3,127.1788,37.7004,0,0,0,0,70,0,0
1,2,0,0,0,0,7,128.4951,35.1211,0,0,0,0,86,0,0
0,2,0,0,0,8,1,127.8353,37.2805,0,0,0,0,36,0,0
0,2,0,0,0,0,4,128.5101,35.4941,0,0,0,0,211,0,0
0,3,0,1,2,0,5,127.0398,37.6709,0,0,0,0,98,0,0
0,3,5,1,3,7,2,127.5012,36.6728,0,0,0,0,83,0,0
1,3,0,0,0,9,1,126.5352,34.3171,0,0,0,0,119,0,0
1,3,3,0,0,1,3,128.7768,35.4834,0,0,0,0,177,0,0
1,3,0,0,0,3,1,128.3516,36.5639,0,0,0,0,55,0,0
1,3,0,0,0,3,1,127.5122,35.7459,0,0,0,0,155,0,0
0,3,5,0,0,0,2,127.3182,36.7556,0,0,0,0,63,0,0
0,3,0,0,0,0,3,126.968,37.1889,0,0,0,0,50,0,0
0,3,0,0,0,4,1,128.3516,36.2343,0,0,0,0,144,0,0
0,3,6,1,1,1,3,128.5965,35.902,0,0,0,0,112,0,0
0,4,0,0,0,1,1,127.8112,34.9957,0,0,0,0,172,0,0
0,4,0,0,0,0,1,127.0727,37.0304,1,0,0,0,14,0,0
0,4,0,0,0,1,1,128.5674,36.2541,0,0,0,0,170,0,0
1,4,0,0,0,1,1,128.1555,36.6255,0,0,0,0,74,0,0
0,4,6,1,1,0,6,126.9426,37.2675,0,0,0,0,99,0,0
0,5,0,1,1,0,11,126.6256,37.6428,1,0,1,0,47,0,0
0,5,0,0,0,8,1,126.908,37.1093,0,0,1,0,50,0,0
1,5,0,0,0,6,1,126.6089,34.8583,0,0,1,0,16,0,0
1,5,0,0,0,7,1,126.5564,34.7124,0,0,1,0,16,0,0
1,5,0,1,2,7,1,126.312,37.25,0,0,1,0,186,0,0
1,5,0,0,0,0,2,127.0248,37.6522,1,0,1,0,98,0,0
0,5,2,0,0,0,6,129.2127,37.3936,1,0,1,0,78,0,0
1,6,2,0,0,2,6,128.1835,38.0745,1,0,1,0,124,0,0
1,6,0,1,1,5,4,128.431,36.3649,0,0,1,0,105,0,0
1,6,0,0,0,0,1,127.6307,36.1768,0,0,1,0,75,0,0
1,6,6,1,1,0,2,127.1372,37.4749,0,0,1,0,156,0,0
1,6,2,0,0,0,1,128.0116,38.1055,0,0,1,0,115,0,0
1,6,6,1,1,4,2,126.9313,37.6088,1,0,1,0,139,0,0
0,6,0,0,0,0,1,127.1002,36.7981,0,0,1,0,63,0,0
0,0,0,0,0,0,1,126.821,37.61,0,0,0,0,40,0,0
1,0,4,0,0,1,1,127.7955,34.6024,0,0,0,0,102,0,0
1,0,0,0,0,1,1,128.7476,35.8705,0,0,0,0,26,0,0
1,0,0,0,0,4,1,128.9429,37.5796,0,0,0,0,194,0,0
0,0,0,0,0,0,1,127.0301,37.2134,0,0,0,0,50,0,0
0,1,0,1,2,0,1,126.4425,36.9138,0,0,0,0,69,0,0
0,1,5,0,0,4,2,128.991,35.1863,0,0,0,0,120,0,0
0,1,0,0,0,1,1,127.9898,35.2864,0,0,0,0,224,0,0
1,1,5,0,0,8,2,126.6416,37.4568,0,0,0,0,29,0,0
0,1,0,1,1,0,7,128.6994,36.3507,0,0,0,0,105,0,0
0,1,0,0,0,5,4,128.5115,35.421,0,0,0,0,211,0,0
0,1,0,0,0,0,5,127.4976,36.1257,0,0,0,0,68,0,0
0,1,3,0,0,1,3,128.2522,36.3997,0,0,0,0,58,0,0
0,1,0,0,0,0,4,128.4915,35.9322,0,0,0,0,21,0,0
0,2,0,0,0,0,3,126.6262,36.1311,0,0,0,0,10,0,0
1,2,2,0,0,0,3,127.1149,37.6751,0,0,0,0,70,0,0
1,2,0,0,0,2,3,129.2251,35.9901,1,0,0,0,100,0,0
1,2,0,0,0,0,1,126.6562,36.8333,0,0,0,0,46,0,0
1,2,5,0,0,1,2,128.6198,37.1215,0,0,0,0,114,0,0
1,2,0,0,0,1,2,126.6737,33.3299,0,0,0,0,62,0,0
0,2,0,0,0,9,1,126.5107,34.5793,0,0,0,0,119,0,0
0,2,5,0,0,0,2,126.691,34.5727,0,0,0,0,121,0,0
0,3,0,0,0,0,6,128.9922,35.1393,0,0,0,0,120,0,0
1,3,0,0,0,1,1,126.744,37.4448,0,0,0,0,29,0,0
1,3,5,0,0,1,9,128.3569,36.9985,1,0,0,0,204,0,0
1,3,6,1,1,0,4,128.5137,35.459,0,0,0,0,211,0,0
0,3,0,0,0,0,2,128.7768,35.4431,0,0,0,0,177,0,0
0,3,0,2,4,7,1,126.4277,34.8223,0,0,0,0,153,0,0
0,4,2,0,0,0,5,127.0648,37.5703,0,0,0,0,201,0,0
1,4,2,0,0,0,3,126.8751,37.3356,1,0,0,0,2,0,0
1,4,0,1,1,4,1,126.8272,35.6906,0,0,0,0,185,0,0
0,4,0,0,0,5,5,127.5059,36.5594,0,0,0,0,83,0,0
0,5,0,0,0,1,3,126.4812,35.1283,1,0,1,0,157,0,0
0,5,5,0,0,0,2,127.9123,36.98,0,0,1,0,6,0,0
0,5,0,0,0,1,1,128.5852,36.9355,0,0,1,0,113,0,0
0,5,0,0,0,4,1,127.0595,37.1487,0,0,1,0,143,0,0
1,5,5,0,0,8,2,127.0532,37.09,0,0,1,0,14,0,0
1,5,0,0,0,9,1,127.7118,37.5384,0,0,1,0,48,0,0
1,5,0,0,0,0,1,129.4136,37.0066,0,0,1,0,208,0,0
0,5,0,0,0,0,1,127.0936,35.9456,0,0,1,0,125,0,0
0,5,6,1,2,0,5,127.0529,37.7497,0,0,1,0,64,0,0
0,6,0,2,4,1,2,127.8483,37.0094,2,0,1,0,6,0,0
0,6,0,0,0,1,2,127.0697,36.3585,0,0,1,0,19,0,0
0,6,0,0,0,3,5,126.7596,37.7058,0,0,1,0,175,0,0
1,6,5,1,2,0,6,127.345,37.8211,0,0,1,0,176,0,0
1,6,0,1,1,0,3,127.9367,37.3955,1,0,1,0,36,0,0
0,6,5,0,0,7,2,128.4366,35.2087,0,0,1,0,117,0,0
0,0,0,0,0,0,1,128.2985,34.9802,0,0,0,0,87,0,0
0,0,7,1,1,0,5,128.7767,35.8751,0,0,0,0,52,0,0
1,0,7,1,1,0,4,126.523,33.5088,0,0,0,0,90,0,0
1,0,6,1,1,0,3,126.8534,37.4073,0,0,0,0,81,0,0
1,0,0,0,0,4,1,128.0456,35.5112,0,0,0,0,133,0,0
0,0,9,1,3,7,2,127.3862,36.3244,0,0,0,0,4,0,0
0,0,2,0,0,2,2,127.1418,36.7837,1,0,0,0,63,0,0
1,1,0,0,0,9,1,126.9437,36.4054,0,0,0,0,174,0,0
1,1,0,1,2,0,1,129.3439,36.045,1,0,0,0,160,0,0
1,1,0,0,0,2,3,128.5987,35.929,0,0,0,0,112,0,0
1,1,5,0,0,0,2,127.9884,37.3429,1,0,0,0,36,0,0
1,1,0,0,0,4,1,126.1978,34.3809,0,0,0,0,71,0,0
1,2,5,0,0,7,2,127.064,37.548,0,0,0,0,84,0,0
1,2,0,0,0,4,3,127.392,35.4098,0,0,0,0,193,0,0
1,2,0,0,0,1,3,127.4204,36.3938,0,0,0,0,77,0,0
1,3,0,1,2,1,2,126.6785,34.6977,0,0,0,0,121,0,0
1,3,5,0,0,0,6,126.1779,35.0822,2,0,0,0,132,0,0
1,3,0,0,0,0,1,128.4173,36.1139,0,0,0,0,144,0,0
1,3,0,0,0,1,4,126.9989,37.4412,0,0,0,0,227,0,0
1,3,5,0,0,1,2,128.9239,35.1936,0,0,0,0,206,0,0
0,3,0,0,0,8,1,126.9595,36.103,0,0,0,0,125,0,0
0,4,0,0,0,0,8,127.4838,37.6315,0,0,0,0,176,0,0
1,4,7,1,1,1,7,128.729,35.3766,0,0,0,0,177,0,0
1,4,3,0,0,1,3,127.1522,34.7746,1,0,0,0,122,0,0
1,4,0,0,0,0,3,128.5424,35.8866,0,0,0,0,107,0,0
1,4,0,0,0,4,1,126.5555,36.3487,0,0,0,0,136,0,0
1,4,0,0,0,4,1,127.9421,35.6714,0,0,0,0,154,0,0
0,4,0,1,1,1,1,126.5615,34.1367,0,0,0,0,141,0,0
0,4,0,0,0,0,8,127.572,34.7173,0,0,0,0,102,0,0
0,4,6,1,1,0,4,127.0909,37.3227,0,0,0,0,51,0,0
0,4,3,0,0,2,6,126.8016,35.4544,0,0,0,0,146,0,0
0,4,5,0,0,7,2,129.0,35.2096,0,0,0,0,118,0,0
