"다발지식별자","다발지그룹식별자","법정동코드","스팟코드","관할경찰서","다발지명","발생건수","사상자수","사망자수","중상자수","경상자수","부상신고자수","경도","위도","다발지역폴리곤"
162893,"2013099","1123010300","11230003","서울특별시 동대문구3","서울특별시 동대문구 제기동(종암대교 부근)",4,4,0,2,2,0,127.038958341355,37.5912093127605,"{""type"":""Polygon"",""coordinates"":[[[127.0405596,37.5924835],[127.0402165,37.5927076],[127.039825,37.5928741],[127.0394001,37.5929767],[127.0389583,37.5930113],[127.0385165,37.5929767],[127.0380917,37.5928741],[127.0377002,37.5927076],[127.037357,37.5924835],[127.0370754,37.5922104],[127.0368662,37.5918989],[127.0367373,37.5915608],[127.0366938,37.5912093],[127.0367373,37.5908577],[127.0368662,37.5905197],[127.0370755,37.5902082],[127.0373571,37.5899351],[127.0377003,37.589711],[127.0380918,37.5895445],[127.0385166,37.589442],[127.0389583,37.5894073],[127.0394001,37.589442],[127.0398249,37.5895445],[127.0402164,37.589711],[127.0405596,37.5899351],[127.0408412,37.5902082],[127.0410505,37.5905197],[127.0411794,37.5908577],[127.0412229,37.5912093],[127.0411794,37.5915608],[127.0410505,37.5918989],[127.0408413,37.5922104],[127.0405596,37.5924835]]]}"
5351627,"2014109","2723010600","27230023","대구광역시 북구23","대구광역시 북구 침산동(무림제지 부근)",4,4,0,1,3,0,128.588368392888,35.8956355445457,"{""type"":""Polygon"",""coordinates"":[[[128.5899349,35.8969101],[128.5895992,35.8971343],[128.5892162,35.8973008],[128.5888006,35.8974034],[128.5883684,35.897438],[128.5879362,35.8974034],[128.5875206,35.8973008],[128.5871376,35.8971343],[128.5868019,35.8969101],[128.5865264,35.8966369],[128.5863217,35.8963253],[128.5861957,35.8959872],[128.5861531,35.8956355],[128.5861957,35.8952839],[128.5863218,35.8949457],[128.5865265,35.8946341],[128.586802,35.894361],[128.5871377,35.8941368],[128.5875207,35.8939702],[128.5879362,35.8938677],[128.5883684,35.893833],[128.5888006,35.8938677],[128.5892161,35.8939702],[128.5895991,35.8941368],[128.5899348,35.894361],[128.5902103,35.8946341],[128.590415,35.8949457],[128.5905411,35.8952839],[128.5905837,35.8956355],[128.5905411,35.8959872],[128.5904151,35.8963253],[128.5902103,35.8966369],[128.5899349,35.8969101]]]}"
162895,"2013099","1126010100","11260001","서울특별시 중랑구1","서울특별시 중랑구 면목동(면목두산아파트_면목천길_진입_1 부근)",4,4,0,0,4,0,127.082978765159,37.5804109416126,"{""type"":""Polygon"",""coordinates"":[[[127.0845798,37.5816851],[127.0842367,37.5819092],[127.0838453,37.5820758],[127.0834205,37.5821783],[127.0829788,37.5822129],[127.082537,37.5821783],[127.0821123,37.5820758],[127.0817208,37.5819092],[127.0813777,37.5816851],[127.0810961,37.5814121],[127.0808869,37.5811005],[127.080758,37.5807625],[127.0807145,37.5804109],[127.0807581,37.5800594],[127.0808869,37.5797213],[127.0810962,37.5794098],[127.0813777,37.5791367],[127.0817209,37.5789126],[127.0821123,37.5787461],[127.082537,37.5786436],[127.0829788,37.578609],[127.0834205,37.5786436],[127.0838452,37.5787461],[127.0842367,37.5789126],[127.0845798,37.5791367],[127.0848614,37.5794098],[127.0850706,37.5797213],[127.0851995,37.5800594],[127.085243,37.5804109],[127.0851995,37.5807625],[127.0850707,37.5811005],[127.0848614,37.5814121],[127.0845798,37.5816851]]]}"
161621,"2013099","1130510100","11305001","서울특별시 강북구1","서울특별시 강북구 미아동(오치과의원 부근)",4,4,0,1,3,0,127.027926706753,37.6216390451067,"{""type"":""Polygon"",""coordinates"":[[[127.0295287,37.6229132],[127.0291854,37.6231373],[127.0287937,37.6233038],[127.0283687,37.6234064],[127.0279267,37.623441],[127.0274847,37.6234064],[127.0270597,37.6233038],[127.0266681,37.6231373],[127.0263247,37.6229132],[127.026043,37.6226402],[127.0258337,37.6223286],[127.0257048,37.6219906],[127.0256612,37.621639],[127.0257048,37.6212875],[127.0258337,37.6209494],[127.0260431,37.6206379],[127.0263248,37.6203648],[127.0266681,37.6201408],[127.0270598,37.6199742],[127.0274847,37.6198717],[127.0279267,37.6198371],[127.0283687,37.6198717],[127.0287936,37.6199742],[127.0291853,37.6201408],[127.0295286,37.6203648],[127.0298104,37.6206379],[127.0300197,37.6209494],[127.0301486,37.6212875],[127.0301922,37.621639],[127.0301487,37.6219906],[127.0300197,37.6223286],[127.0298104,37.6226402],[127.0295287,37.6229132]]]}"
161622,"2013099","1130510300","11305003","서울특별시 강북구3","서울특별시 강북구 수유동(광산사거리 부근)",6,6,0,2,4,0,127.022523151823,37.6431586156785,"{""type"":""Polygon"",""coordinates"":[[[127.0241256,37.6444328],[127.0237822,37.6446569],[127.0233904,37.6448234],[127.0229653,37.644926],[127.0225232,37.6449606],[127.022081,37.644926],[127.0216559,37.6448234],[127.0212641,37.6446569],[127.0209207,37.6444328],[127.0206389,37.6441597],[127.0204295,37.6438482],[127.0203006,37.6435101],[127.020257,37.6431586],[127.0203006,37.642807],[127.0204295,37.642469],[127.020639,37.6421575],[127.0209208,37.6418844],[127.0212642,37.6416603],[127.021656,37.6414938],[127.0220811,37.6413913],[127.0225232,37.6413566],[127.0229652,37.6413913],[127.0233903,37.6414938],[127.0237821,37.6416603],[127.0241255,37.6418844],[127.0244073,37.6421575],[127.0246168,37.642469],[127.0247457,37.642807],[127.0247893,37.6431586],[127.0247457,37.6435101],[127.0246168,37.6438482],[127.0244074,37.6441597],[127.0241256,37.6444328]]]}"
163201,"2013099","1126010300","11260011","서울특별시 중랑구11","서울특별시 중랑구 중화동(새서울극장앞 부근)",8,8,0,4,1,3,127.072562002436,37.592869954086,"{""type"":""Polygon"",""coordinates"":[[[127.0741633,37.5941441],[127.0738202,37.5943682],[127.0734286,37.5945348],[127.0730038,37.5946373],[127.072562,37.5946719],[127.0721202,37.5946373],[127.0716954,37.5945348],[127.0713038,37.5943682],[127.0709607,37.5941441],[127.070679,37.5938711],[127.0704698,37.5935595],[127.0703409,37.5932215],[127.0702974,37.5928699],[127.0703409,37.5925184],[127.0704698,37.5921803],[127.0706791,37.5918688],[127.0709607,37.5915957],[127.0713039,37.5913717],[127.0716954,37.5912051],[127.0721202,37.5911026],[127.072562,37.591068],[127.0730038,37.5911026],[127.0734286,37.5912051],[127.0738201,37.5913717],[127.0741633,37.5915957],[127.0744449,37.5918688],[127.0746542,37.5921803],[127.0747831,37.5925184],[127.0748266,37.5928699],[127.0747831,37.5932215],[127.0746542,37.5935595],[127.074445,37.5938711],[127.0741633,37.5941441]]]}"
163202,"2013099","1126010300","11260012","서울특별시 중랑구12","서울특별시 중랑구 중화동(한샘교회_신상봉역길_진출_1 부근)",10,10,0,1,9,0,127.081398912631,37.595551658683,"{""type"":""Polygon"",""coordinates"":[[[127.0830003,37.5968258],[127.0826571,37.5970499],[127.0822656,37.5972165],[127.0818407,37.597319],[127.0813989,37.5973536],[127.0809571,37.597319],[127.0805322,37.5972165],[127.0801407,37.5970499],[127.0797975,37.5968258],[127.0795159,37.5965528],[127.0793066,37.5962412],[127.0791777,37.5959032],[127.0791342,37.5955516],[127.0791778,37.5952001],[127.0793066,37.5948621],[127.0795159,37.5945505],[127.0797976,37.5942775],[127.0801407,37.5940534],[127.0805323,37.5938868],[127.0809571,37.5937843],[127.0813989,37.5937497],[127.0818407,37.5937843],[127.0822655,37.5938868],[127.0826571,37.5940534],[127.0830003,37.5942775],[127.0832819,37.5945505],[127.0834912,37.5948621],[127.0836201,37.5952001],[127.0836636,37.5955516],[127.0836201,37.5959032],[127.0834912,37.5962412],[127.083282,37.5965528],[127.0830003,37.5968258]]]}"
161626,"2013099","1132010800","11320006","서울특별시 도봉구6","서울특별시 도봉구 도봉동(신도봉사거리 부근)",10,10,0,5,2,3,127.043881225739,37.6713467572479,"{""type"":""Polygon"",""coordinates"":[[[127.0454843,37.6726209],[127.0451407,37.672845],[127.0447488,37.6730115],[127.0443235,37.6731141],[127.0438812,37.6731487],[127.0434389,37.6731141],[127.0430137,37.6730115],[127.0426217,37.672845],[127.0422782,37.6726209],[127.0419963,37.6723479],[127.0417868,37.6720363],[127.0416578,37.6716983],[127.0416142,37.6713467],[127.0416578,37.6709952],[127.0417868,37.6706572],[127.0419963,37.6703456],[127.0422783,37.6700726],[127.0426218,37.6698485],[127.0430137,37.669682],[127.043439,37.6695794],[127.0438812,37.6695448],[127.0443235,37.6695794],[127.0447487,37.669682],[127.0451407,37.6698485],[127.0454842,37.6700726],[127.0457661,37.6703456],[127.0459756,37.6706572],[127.0461046,37.6709952],[127.0461482,37.6713467],[127.0461047,37.6716983],[127.0459757,37.6720363],[127.0457662,37.6723479],[127.0454843,37.6726209]]]}"
161631,"2013099","1135010500","11350009","서울특별시 노원구9","서울특별시 노원구 상계동(상계초등학교_노원길_진출_1 부근)",6,6,0,2,4,0,127.066232787015,37.6584922625088,"{""type"":""Polygon"",""coordinates"":[[[127.0678355,37.6597664],[127.0674921,37.6599905],[127.0671002,37.6601571],[127.066675,37.6602596],[127.0662328,37.6602942],[127.0657906,37.6602596],[127.0653654,37.6601571],[127.0649735,37.6599905],[127.06463,37.6597664],[127.0643482,37.6594934],[127.0641387,37.6591818],[127.0640097,37.6588438],[127.0639662,37.6584922],[127.0640098,37.6581407],[127.0641387,37.6578027],[127.0643482,37.6574911],[127.0646301,37.6572181],[127.0649736,37.656994],[127.0653654,37.6568275],[127.0657906,37.6567249],[127.0662328,37.6566903],[127.066675,37.6567249],[127.0671002,37.6568275],[127.067492,37.656994],[127.0678355,37.6572181],[127.0681174,37.6574911],[127.0683268,37.6578027],[127.0684558,37.6581407],[127.0684994,37.6584922],[127.0684558,37.6588438],[127.0683269,37.6591818],[127.0681174,37.6594934],[127.0678355,37.6597664]]]}"
163205,"2013099","1135010600","11350001","서울특별시 노원구1","서울특별시 노원구 중계동(삿갓봉근린공원 부근)",4,5,0,0,4,1,127.076009045382,37.6575609021148,"{""type"":""Polygon"",""coordinates"":[[[127.0776118,37.6588351],[127.0772683,37.6590592],[127.0768764,37.6592257],[127.0764512,37.6593282],[127.076009,37.6593629],[127.0755669,37.6593282],[127.0751416,37.6592257],[127.0747498,37.6590592],[127.0744063,37.6588351],[127.0741244,37.658562],[127.073915,37.6582505],[127.073786,37.6579124],[127.0737425,37.6575609],[127.073786,37.6572093],[127.073915,37.6568713],[127.0741245,37.6565598],[127.0744064,37.6562867],[127.0747498,37.6560626],[127.0751417,37.6558961],[127.0755669,37.6557936],[127.076009,37.6557589],[127.0764512,37.6557936],[127.0768764,37.6558961],[127.0772683,37.6560626],[127.0776117,37.6562867],[127.0778936,37.6565598],[127.0781031,37.6568713],[127.078232,37.6572093],[127.0782756,37.6575609],[127.0782321,37.6579124],[127.0781031,37.6582505],[127.0778936,37.658562],[127.0776118,37.6588351]]]}"
163207,"2013099","1135010200","11350003","서울특별시 노원구3","서울특별시 노원구 월계동(석계역동_화랑로_진입_1 부근)",4,4,0,1,3,0,127.067217504186,37.6148894703737,"{""type"":""Polygon"",""coordinates"":[[[127.0688193,37.6161636],[127.068476,37.6163878],[127.0680844,37.6165543],[127.0676594,37.6166568],[127.0672175,37.6166914],[127.0667756,37.6166568],[127.0663506,37.6165543],[127.065959,37.6163878],[127.0656157,37.6161636],[127.065334,37.6158906],[127.0651247,37.615579],[127.0649958,37.615241],[127.0649522,37.6148894],[127.0649958,37.6145379],[127.0651247,37.6141999],[127.065334,37.6138883],[127.0656157,37.6136153],[127.065959,37.6133912],[127.0663506,37.6132247],[127.0667756,37.6131221],[127.0672175,37.6130875],[127.0676594,37.6131221],[127.0680844,37.6132247],[127.068476,37.6133912],[127.0688193,37.6136153],[127.069101,37.6138883],[127.0693103,37.6141999],[127.0694392,37.6145379],[127.0694828,37.6148894],[127.0694393,37.615241],[127.0693104,37.615579],[127.069101,37.6158906],[127.0688193,37.6161636]]]}"
163210,"2013099","1138010700","11380004","서울특별시 은평구4","서울특별시 은평구 응암동(뉴코리아주유소 부근)",5,5,0,1,4,0,126.921589100857,37.5997892785533,"{""type"":""Polygon"",""coordinates"":[[[126.9231906,37.6010635],[126.9228474,37.6012876],[126.9224558,37.6014541],[126.922031,37.6015566],[126.9215891,37.6015913],[126.9211472,37.6015566],[126.9207224,37.6014541],[126.9203308,37.6012876],[126.9199876,37.6010635],[126.919706,37.6007904],[126.9194967,37.6004788],[126.9193678,37.6001408],[126.9193243,37.5997893],[126.9193678,37.5994377],[126.9194967,37.5990997],[126.919706,37.5987881],[126.9199877,37.5985151],[126.9203309,37.598291],[126.9207224,37.5981245],[126.9211473,37.5980219],[126.9215891,37.5979873],[126.9220309,37.5980219],[126.9224558,37.5981245],[126.9228473,37.598291],[126.9231905,37.5985151],[126.9234722,37.5987881],[126.9236815,37.5990997],[126.9238104,37.5994377],[126.9238539,37.5997893],[126.9238104,37.6001408],[126.9236815,37.6004788],[126.9234722,37.6007904],[126.9231906,37.6010635]]]}"
161632,"2013099","1138010900","11380005","서울특별시 은평구5","서울특별시 은평구 신사동(새절역 부근)",5,5,0,2,3,0,126.914208113914,37.5933645533324,"{""type"":""Polygon"",""coordinates"":[[[126.9158095,37.5946387],[126.9154663,37.5948628],[126.9150748,37.5950294],[126.9146499,37.5951319],[126.9142081,37.5951665],[126.9137663,37.5951319],[126.9133415,37.5950294],[126.9129499,37.5948628],[126.9126068,37.5946387],[126.9123251,37.5943657],[126.9121159,37.5940541],[126.911987,37.5937161],[126.9119435,37.5933645],[126.911987,37.593013],[126.9121159,37.5926749],[126.9123252,37.5923634],[126.9126068,37.5920903],[126.91295,37.5918663],[126.9133415,37.5916997],[126.9137663,37.5915972],[126.9142081,37.5915626],[126.9146499,37.5915972],[126.9150747,37.5916997],[126.9154662,37.5918663],[126.9158094,37.5920903],[126.916091,37.5923634],[126.9163003,37.5926749],[126.9164292,37.593013],[126.9164727,37.5933645],[126.9164292,37.5937161],[126.9163004,37.5940541],[126.9160911,37.5943657],[126.9158095,37.5946387]]]}"
161921,"2013099","1138010800","11380007","서울특별시 은평구7","서울특별시 은평구 역촌동(미래마트 부근)",7,8,0,2,6,0,126.913828877901,37.6064619801372,"{""type"":""Polygon"",""coordinates"":[[[126.9154305,37.6077362],[126.9150873,37.6079603],[126.9146957,37.6081268],[126.9142708,37.6082293],[126.9138289,37.608264],[126.913387,37.6082293],[126.9129621,37.6081268],[126.9125705,37.6079603],[126.9122272,37.6077362],[126.9119456,37.6074631],[126.9117363,37.6071515],[126.9116074,37.6068135],[126.9115639,37.606462],[126.9116074,37.6061104],[126.9117363,37.6057724],[126.9119456,37.6054608],[126.9122273,37.6051878],[126.9125705,37.6049637],[126.9129621,37.6047972],[126.913387,37.6046946],[126.9138289,37.60466],[126.9142707,37.6046946],[126.9146956,37.6047972],[126.9150872,37.6049637],[126.9154305,37.6051878],[126.9157121,37.6054608],[126.9159215,37.6057724],[126.9160504,37.6061104],[126.9160939,37.606462],[126.9160504,37.6068135],[126.9159215,37.6071515],[126.9157122,37.6074631],[126.9154305,37.6077362]]]}"
161923,"2013099","1138010300","11380006","서울특별시 은평구6","서울특별시 은평구 불광동(채유병산부인과 부근)",6,6,0,3,3,0,126.929576302805,37.6094830726865,"{""type"":""Polygon"",""coordinates"":[[[126.931178,37.6107573],[126.9308348,37.6109814],[126.9304431,37.6111479],[126.9300182,37.6112504],[126.9295763,37.6112851],[126.9291344,37.6112504],[126.9287095,37.6111479],[126.9283179,37.6109814],[126.9279746,37.6107573],[126.9276929,37.6104842],[126.9274836,37.6101726],[126.9273547,37.6098346],[126.9273112,37.6094831],[126.9273547,37.6091315],[126.9274836,37.6087935],[126.927693,37.6084819],[126.9279747,37.6082089],[126.9283179,37.6079848],[126.9287095,37.6078183],[126.9291344,37.6077157],[126.9295763,37.6076811],[126.9300182,37.6077157],[126.9304431,37.6078183],[126.9308347,37.6079848],[126.9311779,37.6082089],[126.9314596,37.6084819],[126.931669,37.6087935],[126.9317979,37.6091315],[126.9318414,37.6094831],[126.9317979,37.6098346],[126.931669,37.6101726],[126.9314597,37.6104842],[126.931178,37.6107573]]]}"
163213,"2013099","1147010100","11470010","서울특별시 양천구10","서울특별시 양천구 신정동(홍익병원앞_등촌로_진입_1 부근)",7,7,0,3,3,1,126.86437366931,37.5302976676041,"{""type"":""Polygon"",""coordinates"":[[[126.8659737,37.5315719],[126.8656308,37.531796],[126.8652396,37.5319625],[126.8648151,37.532065],[126.8643737,37.5320997],[126.8639322,37.532065],[126.8635077,37.5319625],[126.8631166,37.531796],[126.8627737,37.5315719],[126.8624923,37.5312988],[126.8622832,37.5309872],[126.8621544,37.5306492],[126.862111,37.5302976],[126.8621545,37.5299461],[126.8622832,37.5296081],[126.8624923,37.5292965],[126.8627737,37.5290234],[126.8631166,37.5287993],[126.8635078,37.5286328],[126.8639322,37.5285303],[126.8643737,37.5284957],[126.8648151,37.5285303],[126.8652396,37.5286328],[126.8656307,37.5287993],[126.8659736,37.5290234],[126.866255,37.5292965],[126.8664641,37.5296081],[126.8665929,37.5299461],[126.8666364,37.5302976],[126.8665929,37.5306492],[126.8664642,37.5309872],[126.8662551,37.5312988],[126.8659737,37.5315719]]]}"
163211,"2013099","1138010800","11380009","서울특별시 은평구9","서울특별시 은평구 역촌동(동명한의원 부근)",9,9,0,3,2,4,126.914958485747,37.5993657869025,"{""type"":""Polygon"",""coordinates"":[[[126.91656,37.60064],[126.9162168,37.6008641],[126.9158252,37.6010306],[126.9154003,37.6011331],[126.9149585,37.6011678],[126.9145166,37.6011331],[126.9140918,37.6010306],[126.9137002,37.6008641],[126.913357,37.60064],[126.9130754,37.6003669],[126.9128661,37.6000554],[126.9127372,37.5997173],[126.9126937,37.5993658],[126.9127372,37.5990142],[126.9128661,37.5986762],[126.9130754,37.5983646],[126.9133571,37.5980916],[126.9137003,37.5978675],[126.9140918,37.597701],[126.9145167,37.5975984],[126.9149585,37.5975638],[126.9154003,37.5975984],[126.9158252,37.597701],[126.9162167,37.5978675],[126.9165599,37.5980916],[126.9168416,37.5983646],[126.9170509,37.5986762],[126.9171798,37.5990142],[126.9172233,37.5993658],[126.9171798,37.5997173],[126.9170509,37.6000554],[126.9168416,37.6003669],[126.91656,37.60064]]]}"
161927,"2013099","1144012400","11440006","서울특별시 마포구6","서울특별시 마포구 연남동(김영만치과 부근)",6,6,0,3,0,3,126.920150002122,37.5548097871429,"{""type"":""Polygon"",""coordinates"":[[[126.9217505,37.556084],[126.9214075,37.5563081],[126.9210162,37.5564746],[126.9205916,37.5565772],[126.92015,37.5566118],[126.9197084,37.5565772],[126.9192838,37.5564746],[126.9188925,37.5563081],[126.9185495,37.556084],[126.918268,37.5558109],[126.9180588,37.5554994],[126.91793,37.5551613],[126.9178866,37.5548098],[126.9179301,37.5544582],[126.9180589,37.5541202],[126.918268,37.5538086],[126.9185495,37.5535356],[126.9188925,37.5533115],[126.9192838,37.553145],[126.9197084,37.5530424],[126.92015,37.5530078],[126.9205916,37.5530424],[126.9210162,37.553145],[126.9214075,37.5533115],[126.9217505,37.5535356],[126.922032,37.5538086],[126.9222411,37.5541202],[126.9223699,37.5544582],[126.9224135,37.5548098],[126.92237,37.5551613],[126.9222412,37.5554994],[126.922032,37.5558109],[126.9217505,37.556084]]]}"
161931,"2013099","1147010100","11470006","서울특별시 양천구6","서울특별시 양천구 신정동(양천장애인종합복지관 부근)",6,6,0,1,4,1,126.869392300915,37.5198674276406,"{""type"":""Polygon"",""coordinates"":[[[126.8709921,37.5211416],[126.8706492,37.5213657],[126.8702581,37.5215323],[126.8698337,37.5216348],[126.8693923,37.5216694],[126.8689509,37.5216348],[126.8685265,37.5215323],[126.8681354,37.5213657],[126.8677925,37.5211416],[126.8675112,37.5208686],[126.8673021,37.520557],[126.8671734,37.520219],[126.8671299,37.5198674],[126.8671734,37.5195159],[126.8673021,37.5191778],[126.8675112,37.5188663],[126.8677926,37.5185932],[126.8681354,37.5183691],[126.8685265,37.5182026],[126.8689509,37.5181],[126.8693923,37.5180654],[126.8698337,37.5181],[126.8702581,37.5182026],[126.8706492,37.5183691],[126.870992,37.5185932],[126.8712734,37.5188663],[126.8714825,37.5191778],[126.8716112,37.5195159],[126.8716547,37.5198674],[126.8716112,37.520219],[126.8714825,37.520557],[126.8712734,37.5208686],[126.8709921,37.5211416]]]}"
161932,"2013099","1147010200","11470008","서울특별시 양천구8","서울특별시 양천구 목동(오목교역 부근)",6,6,1,3,2,0,126.875643122433,37.5248383016472,"{""type"":""Polygon"",""coordinates"":[[[126.877243,37.5261125],[126.8769001,37.5263366],[126.876509,37.5265031],[126.8760845,37.5266057],[126.8756431,37.5266403],[126.8752017,37.5266057],[126.8747773,37.5265031],[126.8743861,37.5263366],[126.8740432,37.5261125],[126.8737619,37.5258394],[126.8735528,37.5255279],[126.873424,37.5251898],[126.8733806,37.5248383],[126.8734241,37.5244867],[126.8735528,37.5241487],[126.8737619,37.5238371],[126.8740433,37.5235641],[126.8743861,37.52334],[126.8747773,37.5231735],[126.8752017,37.5230709],[126.8756431,37.5230363],[126.8760845,37.5230709],[126.8765089,37.5231735],[126.8769001,37.52334],[126.877243,37.5235641],[126.8775243,37.5238371],[126.8777334,37.5241487],[126.8778622,37.5244867],[126.8779057,37.5248383],[126.8778622,37.5251898],[126.8777335,37.5255279],[126.8775244,37.5258394],[126.877243,37.5261125]]]}"
163214,"2013099","1153010200","11530006","서울특별시 구로구6","서울특별시 구로구 구로동(신구로주유소_가마산길_진출 부근)",6,6,0,1,4,1,126.892637189356,37.496831937345,"{""type"":""Polygon"",""coordinates"":[[[126.8942365,37.4981061],[126.8938937,37.4983302],[126.8935027,37.4984968],[126.8930784,37.4985993],[126.8926372,37.498634],[126.8921959,37.4985993],[126.8917717,37.4984968],[126.8913806,37.4983302],[126.8910379,37.4981061],[126.8907566,37.4978331],[126.8905476,37.4975215],[126.8904189,37.4971835],[126.8903755,37.4968319],[126.890419,37.4964804],[126.8905477,37.4961423],[126.8907567,37.4958308],[126.891038,37.4955577],[126.8913807,37.4953336],[126.8917717,37.4951671],[126.892196,37.4950645],[126.8926372,37.4950299],[126.8930784,37.4950645],[126.8935027,37.4951671],[126.8938937,37.4953336],[126.8942364,37.4955577],[126.8945177,37.4958308],[126.8947267,37.4961423],[126.8948554,37.4964804],[126.8948989,37.4968319],[126.8948554,37.4971835],[126.8947267,37.4975215],[126.8945177,37.4978331],[126.8942365,37.4981061]]]}"
161947,"2013099","1171010100","11710005","서울특별시 송파구5","서울특별시 송파구 잠실동(우남빌딩 부근)",5,6,0,1,5,0,127.078198841504,37.5061641752374,"{""type"":""Polygon"",""coordinates"":[[[127.0797983,37.5074384],[127.0794556,37.5076625],[127.0790645,37.507829],[127.0786401,37.5079316],[127.0781988,37.5079662],[127.0777575,37.5079316],[127.0773332,37.507829],[127.0769421,37.5076625],[127.0765994,37.5074384],[127.0763181,37.5071653],[127.076109,37.5068538],[127.0759803,37.5065157],[127.0759369,37.5061642],[127.0759803,37.5058126],[127.0761091,37.5054746],[127.0763181,37.505163],[127.0765994,37.50489],[127.0769422,37.5046659],[127.0773332,37.5044993],[127.0777576,37.5043968],[127.0781988,37.5043622],[127.0786401,37.5043968],[127.0790644,37.5044993],[127.0794555,37.5046659],[127.0797983,37.50489],[127.0800796,37.505163],[127.0802886,37.5054746],[127.0804173,37.5058126],[127.0804608,37.5061642],[127.0804174,37.5065157],[127.0802887,37.5068538],[127.0800796,37.5071653],[127.0797983,37.5074384]]]}"
163228,"2013099","1174010800","11740007","서울특별시 강동구7","서울특별시 강동구 성내동(올림픽공원북2문 부근)",5,5,0,2,3,0,127.128263186098,37.5238905187334,"{""type"":""Polygon"",""coordinates"":[[[127.1298631,37.5251647],[127.1295202,37.5253888],[127.129129,37.5255554],[127.1287046,37.5256579],[127.1282632,37.5256925],[127.1278218,37.5256579],[127.1273973,37.5255554],[127.1270062,37.5253888],[127.1266633,37.5251647],[127.1263819,37.5248916],[127.1261729,37.5245801],[127.1260441,37.5242421],[127.1260007,37.5238905],[127.1260442,37.5235389],[127.1261729,37.5232009],[127.126382,37.5228894],[127.1266634,37.5226163],[127.1270062,37.5223922],[127.1273974,37.5222257],[127.1278218,37.5221231],[127.1282632,37.5220885],[127.1287046,37.5221231],[127.129129,37.5222257],[127.1295201,37.5223922],[127.129863,37.5226163],[127.1301444,37.5228894],[127.1303535,37.5232009],[127.1304822,37.5235389],[127.1305257,37.5238905],[127.1304822,37.5242421],[127.1303535,37.5245801],[127.1301444,37.5248916],[127.1298631,37.5251647]]]}"
163229,"2013099","2626010900","26260001","부산광역시 동래구1","부산광역시 동래구 사직동(경동제약부산분실 부근)",4,4,0,2,2,0,129.064957550652,35.1949387305389,"{""type"":""Polygon"",""coordinates"":[[[129.0665104,35.1962134],[129.0661777,35.1964376],[129.065798,35.1966042],[129.065386,35.1967068],[129.0649576,35.1967414],[129.0645291,35.1967068],[129.0641171,35.1966042],[129.0637374,35.1964376],[129.0634047,35.1962134],[129.0631315,35.1959402],[129.0629286,35.1956286],[129.0628037,35.1952904],[129.0627615,35.1949387],[129.0628037,35.194587],[129.0629286,35.1942488],[129.0631316,35.1939372],[129.0634047,35.193664],[129.0637375,35.1934398],[129.0641172,35.1932732],[129.0645291,35.1931707],[129.0649576,35.193136],[129.065386,35.1931707],[129.0657979,35.1932732],[129.0661776,35.1934398],[129.0665104,35.193664],[129.0667835,35.1939372],[129.0669865,35.1942488],[129.0671114,35.194587],[129.0671536,35.1949387],[129.0671114,35.1952904],[129.0669865,35.1956286],[129.0667836,35.1959402],[129.0665104,35.1962134]]]}"
163230,"2013099","2723011200","27230011","대구광역시 북구11","대구광역시 북구 복현동(복현치안센터 부근)",5,5,0,1,4,0,128.619070777196,35.8945817009856,"{""type"":""Polygon"",""coordinates"":[[[128.6206372,35.8958563],[128.6203015,35.8960804],[128.6199185,35.896247],[128.619503,35.8963496],[128.6190708,35.8963842],[128.6186386,35.8963496],[128.618223,35.896247],[128.61784,35.8960804],[128.6175043,35.8958563],[128.6172288,35.8955831],[128.6170241,35.8952715],[128.6168981,35.8949333],[128.6168555,35.8945817],[128.6168981,35.89423],[128.6170242,35.8938919],[128.6172289,35.8935803],[128.6175044,35.8933071],[128.6178401,35.893083],[128.6182231,35.8929164],[128.6186386,35.8928138],[128.6190708,35.8927792],[128.6195029,35.8928138],[128.6199185,35.8929164],[128.6203015,35.893083],[128.6206372,35.8933071],[128.6209127,35.8935803],[128.6211174,35.8938919],[128.6212434,35.89423],[128.621286,35.8945817],[128.6212435,35.8949333],[128.6211174,35.8952715],[128.6209127,35.8955831],[128.6206372,35.8958563]]]}"
158086,"2013099","2714010900","27140006","대구광역시 동구6","대구광역시 동구 입석동(유통종합자동차상사 부근)",5,5,0,2,3,0,128.640876964402,35.8955451500895,"{""type"":""Polygon"",""coordinates"":[[[128.6424434,35.8968197],[128.6421077,35.8970439],[128.6417247,35.8972104],[128.6413092,35.897313],[128.640877,35.8973476],[128.6404448,35.897313],[128.6400292,35.8972104],[128.6396462,35.8970439],[128.6393105,35.8968197],[128.639035,35.8965466],[128.6388303,35.8962349],[128.6387043,35.8958968],[128.6386617,35.8955451],[128.6387043,35.8951935],[128.6388303,35.8948553],[128.6390351,35.8945437],[128.6393106,35.8942706],[128.6396462,35.8940464],[128.6400292,35.8938799],[128.6404448,35.8937773],[128.640877,35.8937427],[128.6413091,35.8937773],[128.6417247,35.8938799],[128.6421077,35.8940464],[128.6424434,35.8942706],[128.6427189,35.8945437],[128.6429236,35.8948553],[128.6430497,35.8951935],[128.6430922,35.8955451],[128.6430497,35.8958968],[128.6429236,35.8962349],[128.6427189,35.8965466],[128.6424434,35.8968197]]]}"
